ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-id,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-event,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-pod_name,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-cum_pod
5291,create,paib-gpu/openb-pod-7698,4790
5292,create,paib-gpu/openb-pod-6206,4791
5293,create,paib-gpu/openb-pod-5548,4792
5294,failed,paib-gpu/openb-pod-4170,4792
5295,create,paib-gpu/openb-pod-5301,4793
5296,create,paib-gpu/openb-pod-4219,4794
5297,create,paib-gpu/openb-pod-8067,4795
5298,create,paib-gpu/openb-pod-6681,4796
5299,create,paib-gpu/openb-pod-4982,4797
5300,failed,paib-gpu/openb-pod-6405,4797
5301,create,paib-gpu/openb-pod-3639,4798
5302,create,paib-gpu/openb-pod-4103,4799
5303,create,paib-gpu/openb-pod-4198,4800
5304,create,paib-gpu/openb-pod-3595,4801
5305,create,paib-gpu/openb-pod-4469,4802
5306,create,paib-gpu/openb-pod-6625,4803
5307,create,paib-gpu/openb-pod-2822,4804
5308,create,paib-gpu/openb-pod-4915,4805
5309,create,paib-gpu/openb-pod-3840,4806
5310,create,paib-gpu/openb-pod-5012,4807
5311,create,paib-gpu/openb-pod-2997,4808
5312,create,paib-gpu/openb-pod-7406,4809
5313,create,paib-gpu/openb-pod-0958,4810
5314,create,paib-gpu/openb-pod-1826,4811
5315,create,paib-gpu/openb-pod-3995,4812
5316,create,paib-gpu/openb-pod-3085,4813
5317,create,paib-gpu/openb-pod-5173,4814
5318,failed,paib-gpu/openb-pod-3699,4814
5319,create,paib-gpu/openb-pod-1766,4815
5320,failed,paib-gpu/openb-pod-7078,4815
5321,create,paib-gpu/openb-pod-0576,4816
5322,create,paib-gpu/openb-pod-4321,4817
5323,create,paib-gpu/openb-pod-0055,4818
5324,create,paib-gpu/openb-pod-4359,4819
5325,create,paib-gpu/openb-pod-6260,4820
5326,create,paib-gpu/openb-pod-0466,4821
5327,create,paib-gpu/openb-pod-7965,4822
5328,create,paib-gpu/openb-pod-6910,4823
5329,create,paib-gpu/openb-pod-7807,4824
5330,create,paib-gpu/openb-pod-5206,4825
5331,create,paib-gpu/openb-pod-5021,4826
5332,create,paib-gpu/openb-pod-3511,4827
5333,create,paib-gpu/openb-pod-3993,4828
5334,failed,paib-gpu/openb-pod-3542,4828
5335,create,paib-gpu/openb-pod-2556,4829
5336,create,paib-gpu/openb-pod-0070,4830
5337,create,paib-gpu/openb-pod-3908,4831
5338,create,paib-gpu/openb-pod-0039,4832
5339,failed,paib-gpu/openb-pod-0555,4832
5340,create,paib-gpu/openb-pod-3457,4833
5341,create,paib-gpu/openb-pod-1344,4834
5342,create,paib-gpu/openb-pod-1522,4835
5343,create,paib-gpu/openb-pod-1069,4836
5344,create,paib-gpu/openb-pod-2810,4837
5345,create,paib-gpu/openb-pod-7563,4838
5346,create,paib-gpu/openb-pod-0965,4839
5347,create,paib-gpu/openb-pod-5909,4840
5348,create,paib-gpu/openb-pod-2574,4841
5349,create,paib-gpu/openb-pod-6291,4842
5350,failed,paib-gpu/openb-pod-7708,4842
5351,create,paib-gpu/openb-pod-3881,4843
5352,create,paib-gpu/openb-pod-6789,4844
5353,create,paib-gpu/openb-pod-6624,4845
5354,create,paib-gpu/openb-pod-4878,4846
5355,create,paib-gpu/openb-pod-5258,4847
5356,failed,paib-gpu/openb-pod-3984,4847
5357,create,paib-gpu/openb-pod-6099,4848
5358,create,paib-gpu/openb-pod-1170,4849
5359,create,paib-gpu/openb-pod-5494,4850
5360,failed,paib-gpu/openb-pod-6804,4850
5361,create,paib-gpu/openb-pod-2964,4851
5362,failed,paib-gpu/openb-pod-5567,4851
5363,create,paib-gpu/openb-pod-0220,4852
5364,create,paib-gpu/openb-pod-3454,4853
5365,create,paib-gpu/openb-pod-0890,4854
5366,create,paib-gpu/openb-pod-7275,4855
5367,create,paib-gpu/openb-pod-2765,4856
5368,create,paib-gpu/openb-pod-7537,4857
5369,create,paib-gpu/openb-pod-4420,4858
5370,create,paib-gpu/openb-pod-4295,4859
5371,create,paib-gpu/openb-pod-3142,4860
5372,failed,paib-gpu/openb-pod-6609,4860
5373,failed,paib-gpu/openb-pod-1210,4860
5374,create,paib-gpu/openb-pod-5940,4861
5375,create,paib-gpu/openb-pod-7753,4862
5376,create,paib-gpu/openb-pod-3082,4863
5377,create,paib-gpu/openb-pod-2131,4864
5378,create,paib-gpu/openb-pod-1161,4865
5379,create,paib-gpu/openb-pod-4964,4866
5380,create,paib-gpu/openb-pod-2998,4867
5381,create,paib-gpu/openb-pod-6689,4868
5382,create,paib-gpu/openb-pod-0911,4869
5383,create,paib-gpu/openb-pod-3598,4870
5384,create,paib-gpu/openb-pod-6795,4871
5385,create,paib-gpu/openb-pod-0674,4872
5386,create,paib-gpu/openb-pod-4217,4873
5387,create,paib-gpu/openb-pod-2170,4874
5388,create,paib-gpu/openb-pod-3211,4875
5389,create,paib-gpu/openb-pod-5113,4876
5390,create,paib-gpu/openb-pod-5204,4877
5391,create,paib-gpu/openb-pod-1164,4878
5392,create,paib-gpu/openb-pod-2321,4879
5393,failed,paib-gpu/openb-pod-3414,4879
5394,failed,paib-gpu/openb-pod-3676,4879
5395,create,paib-gpu/openb-pod-6562,4880
5396,create,paib-gpu/openb-pod-4839,4881
5397,create,paib-gpu/openb-pod-0410,4882
5398,create,paib-gpu/openb-pod-2955,4883
5399,failed,paib-gpu/openb-pod-7264,4883
5400,create,paib-gpu/openb-pod-6118,4884
5401,create,paib-gpu/openb-pod-0241,4885
5402,failed,paib-gpu/openb-pod-5007,4885
5403,create,paib-gpu/openb-pod-4607,4886
5404,failed,paib-gpu/openb-pod-3210,4886
5405,create,paib-gpu/openb-pod-1991,4887
5406,create,paib-gpu/openb-pod-3307,4888
5407,failed,paib-gpu/openb-pod-4373,4888
5408,create,paib-gpu/openb-pod-7951,4889
5409,create,paib-gpu/openb-pod-0633,4890
5410,create,paib-gpu/openb-pod-4105,4891
5411,create,paib-gpu/openb-pod-6976,4892
5412,failed,paib-gpu/openb-pod-7905,4892
5413,create,paib-gpu/openb-pod-2384,4893
5414,create,paib-gpu/openb-pod-5269,4894
5415,create,paib-gpu/openb-pod-5995,4895
5416,create,paib-gpu/openb-pod-2280,4896
5417,create,paib-gpu/openb-pod-0257,4897
5418,create,paib-gpu/openb-pod-4150,4898
5419,create,paib-gpu/openb-pod-6570,4899
5420,create,paib-gpu/openb-pod-3404,4900
5421,create,paib-gpu/openb-pod-3671,4901
5422,create,paib-gpu/openb-pod-1177,4902
5423,failed,paib-gpu/openb-pod-2222,4902
5424,create,paib-gpu/openb-pod-7201,4903
5425,create,paib-gpu/openb-pod-7335,4904
5426,create,paib-gpu/openb-pod-7864,4905
5427,create,paib-gpu/openb-pod-3549,4906
5428,create,paib-gpu/openb-pod-4900,4907
5429,create,paib-gpu/openb-pod-5785,4908
5430,create,paib-gpu/openb-pod-3173,4909
5431,create,paib-gpu/openb-pod-8122,4910
5432,create,paib-gpu/openb-pod-1435,4911
5433,create,paib-gpu/openb-pod-8090,4912
5434,create,paib-gpu/openb-pod-6904,4913
5435,create,paib-gpu/openb-pod-1545,4914
5436,failed,paib-gpu/openb-pod-0332,4914
5437,create,paib-gpu/openb-pod-4455,4915
5438,failed,paib-gpu/openb-pod-0883,4915
5439,create,paib-gpu/openb-pod-3503,4916
5440,create,paib-gpu/openb-pod-1025,4917
5441,create,paib-gpu/openb-pod-4774,4918
5442,create,paib-gpu/openb-pod-2635,4919
5443,create,paib-gpu/openb-pod-1288,4920
5444,create,paib-gpu/openb-pod-7967,4921
5445,create,paib-gpu/openb-pod-6235,4922
5446,create,paib-gpu/openb-pod-3293,4923
5447,create,paib-gpu/openb-pod-0293,4924
5448,create,paib-gpu/openb-pod-1560,4925
5449,create,paib-gpu/openb-pod-0720,4926
5450,create,paib-gpu/openb-pod-0498,4927
5451,create,paib-gpu/openb-pod-5326,4928
5452,failed,paib-gpu/openb-pod-4214,4928
5453,failed,paib-gpu/openb-pod-6139,4928
5454,create,paib-gpu/openb-pod-0429,4929
5455,create,paib-gpu/openb-pod-6750,4930
5456,create,paib-gpu/openb-pod-3763,4931
5457,failed,paib-gpu/openb-pod-3536,4931
5458,create,paib-gpu/openb-pod-2815,4932
5459,create,paib-gpu/openb-pod-6160,4933
5460,failed,paib-gpu/openb-pod-4140,4933
5461,create,paib-gpu/openb-pod-5587,4934
5462,create,paib-gpu/openb-pod-8137,4935
5463,create,paib-gpu/openb-pod-1328,4936
5464,failed,paib-gpu/openb-pod-3889,4936
5465,create,paib-gpu/openb-pod-4465,4937
5466,create,paib-gpu/openb-pod-3579,4938
5467,create,paib-gpu/openb-pod-4280,4939
5468,create,paib-gpu/openb-pod-5355,4940
5469,failed,paib-gpu/openb-pod-3939,4940
5470,create,paib-gpu/openb-pod-0541,4941
5471,create,paib-gpu/openb-pod-3043,4942
5472,create,paib-gpu/openb-pod-3955,4943
5473,create,paib-gpu/openb-pod-7310,4944
5474,create,paib-gpu/openb-pod-4873,4945
5475,create,paib-gpu/openb-pod-2689,4946
5476,create,paib-gpu/openb-pod-0001,4947
5477,create,paib-gpu/openb-pod-8050,4948
5478,create,paib-gpu/openb-pod-1505,4949
5479,create,paib-gpu/openb-pod-3581,4950
5480,create,paib-gpu/openb-pod-7596,4951
5481,create,paib-gpu/openb-pod-7658,4952
5482,failed,paib-gpu/openb-pod-7160,4952
5483,failed,paib-gpu/openb-pod-1048,4952
5484,create,paib-gpu/openb-pod-5158,4953
5485,create,paib-gpu/openb-pod-3079,4954
5486,create,paib-gpu/openb-pod-0801,4955
5487,create,paib-gpu/openb-pod-7003,4956
5488,create,paib-gpu/openb-pod-1106,4957
5489,create,paib-gpu/openb-pod-8147,4958
5490,create,paib-gpu/openb-pod-3260,4959
5491,failed,paib-gpu/openb-pod-2967,4959
5492,failed,paib-gpu/openb-pod-4220,4959
5493,failed,paib-gpu/openb-pod-0388,4959
5494,create,paib-gpu/openb-pod-2907,4960
5495,failed,paib-gpu/openb-pod-2592,4960
5496,create,paib-gpu/openb-pod-4668,4961
5497,failed,paib-gpu/openb-pod-3814,4961
5498,create,paib-gpu/openb-pod-4718,4962
5499,create,paib-gpu/openb-pod-5714,4963
5500,create,paib-gpu/openb-pod-1888,4964
5501,create,paib-gpu/openb-pod-1893,4965
5502,create,paib-gpu/openb-pod-2911,4966
5503,create,paib-gpu/openb-pod-4310,4967
5504,create,paib-gpu/openb-pod-7297,4968
5505,create,paib-gpu/openb-pod-1786,4969
5506,create,paib-gpu/openb-pod-8113,4970
5507,create,paib-gpu/openb-pod-3240,4971
5508,create,paib-gpu/openb-pod-7319,4972
5509,failed,paib-gpu/openb-pod-1075,4972
5510,create,paib-gpu/openb-pod-7929,4973
5511,create,paib-gpu/openb-pod-7372,4974
5512,create,paib-gpu/openb-pod-3562,4975
5513,create,paib-gpu/openb-pod-7082,4976
5514,create,paib-gpu/openb-pod-4260,4977
5515,failed,paib-gpu/openb-pod-6952,4977
5516,create,paib-gpu/openb-pod-7522,4978
5517,create,paib-gpu/openb-pod-0847,4979
5518,create,paib-gpu/openb-pod-6807,4980
5519,create,paib-gpu/openb-pod-0607,4981
5520,create,paib-gpu/openb-pod-0028,4982
5521,create,paib-gpu/openb-pod-3764,4983
5522,create,paib-gpu/openb-pod-7305,4984
5523,failed,paib-gpu/openb-pod-0508,4984
5524,create,paib-gpu/openb-pod-5634,4985
5525,create,paib-gpu/openb-pod-2046,4986
5526,create,paib-gpu/openb-pod-6825,4987
5527,create,paib-gpu/openb-pod-2142,4988
5528,create,paib-gpu/openb-pod-1343,4989
5529,create,paib-gpu/openb-pod-4374,4990
5530,create,paib-gpu/openb-pod-4136,4991
5531,create,paib-gpu/openb-pod-5853,4992
5532,create,paib-gpu/openb-pod-7925,4993
5533,failed,paib-gpu/openb-pod-4680,4993
5534,create,paib-gpu/openb-pod-2036,4994
5535,create,paib-gpu/openb-pod-6006,4995
5536,create,paib-gpu/openb-pod-7919,4996
5537,create,paib-gpu/openb-pod-0546,4997
5538,create,paib-gpu/openb-pod-5556,4998
5539,create,paib-gpu/openb-pod-3582,4999
5540,failed,paib-gpu/openb-pod-0488,4999
5541,create,paib-gpu/openb-pod-2188,5000
5542,create,paib-gpu/openb-pod-6632,5001
5543,create,paib-gpu/openb-pod-7169,5002
5544,failed,paib-gpu/openb-pod-7074,5002
5545,create,paib-gpu/openb-pod-7894,5003
5546,create,paib-gpu/openb-pod-1423,5004
5547,failed,paib-gpu/openb-pod-2133,5004
5548,failed,paib-gpu/openb-pod-3135,5004
5549,create,paib-gpu/openb-pod-7941,5005
5550,create,paib-gpu/openb-pod-2958,5006
5551,create,paib-gpu/openb-pod-4125,5007
5552,create,paib-gpu/openb-pod-5459,5008
5553,failed,paib-gpu/openb-pod-2282,5008
5554,create,paib-gpu/openb-pod-0772,5009
5555,create,paib-gpu/openb-pod-6519,5010
5556,create,paib-gpu/openb-pod-1166,5011
5557,create,paib-gpu/openb-pod-4908,5012
5558,create,paib-gpu/openb-pod-7903,5013
5559,create,paib-gpu/openb-pod-5098,5014
5560,create,paib-gpu/openb-pod-7065,5015
5561,create,paib-gpu/openb-pod-6515,5016
5562,create,paib-gpu/openb-pod-5638,5017
5563,create,paib-gpu/openb-pod-7282,5018
5564,create,paib-gpu/openb-pod-4994,5019
5565,create,paib-gpu/openb-pod-0681,5020
5566,failed,paib-gpu/openb-pod-5270,5020
5567,create,paib-gpu/openb-pod-1378,5021
5568,create,paib-gpu/openb-pod-6040,5022
5569,create,paib-gpu/openb-pod-1784,5023
5570,create,paib-gpu/openb-pod-6014,5024
5571,create,paib-gpu/openb-pod-1631,5025
5572,create,paib-gpu/openb-pod-2945,5026
5573,create,paib-gpu/openb-pod-5724,5027
5574,create,paib-gpu/openb-pod-2278,5028
5575,create,paib-gpu/openb-pod-7134,5029
5576,create,paib-gpu/openb-pod-0350,5030
5577,create,paib-gpu/openb-pod-6468,5031
5578,create,paib-gpu/openb-pod-2241,5032
5579,create,paib-gpu/openb-pod-3005,5033
5580,create,paib-gpu/openb-pod-1296,5034
5581,create,paib-gpu/openb-pod-1368,5035
5582,failed,paib-gpu/openb-pod-5649,5035
5583,create,paib-gpu/openb-pod-0843,5036
5584,create,paib-gpu/openb-pod-5075,5037
5585,create,paib-gpu/openb-pod-0366,5038
5586,failed,paib-gpu/openb-pod-0700,5038
5587,create,paib-gpu/openb-pod-5114,5039
5588,create,paib-gpu/openb-pod-3033,5040
5589,create,paib-gpu/openb-pod-3070,5041
5590,failed,paib-gpu/openb-pod-2308,5041
5591,create,paib-gpu/openb-pod-6142,5042
5592,create,paib-gpu/openb-pod-4775,5043
5593,create,paib-gpu/openb-pod-7718,5044
5594,failed,paib-gpu/openb-pod-6944,5044
5595,failed,paib-gpu/openb-pod-0557,5044
5596,create,paib-gpu/openb-pod-7476,5045
5597,create,paib-gpu/openb-pod-3609,5046
5598,create,paib-gpu/openb-pod-3800,5047
5599,create,paib-gpu/openb-pod-3847,5048
5600,create,paib-gpu/openb-pod-3176,5049
5601,create,paib-gpu/openb-pod-0299,5050
5602,create,paib-gpu/openb-pod-2978,5051
5603,create,paib-gpu/openb-pod-6343,5052
5604,create,paib-gpu/openb-pod-6214,5053
5605,create,paib-gpu/openb-pod-0276,5054
5606,create,paib-gpu/openb-pod-7960,5055
5607,create,paib-gpu/openb-pod-3389,5056
5608,failed,paib-gpu/openb-pod-4401,5056
5609,create,paib-gpu/openb-pod-1845,5057
5610,create,paib-gpu/openb-pod-0778,5058
5611,create,paib-gpu/openb-pod-1833,5059
5612,create,paib-gpu/openb-pod-2281,5060
5613,failed,paib-gpu/openb-pod-1116,5060
5614,failed,paib-gpu/openb-pod-0675,5060
5615,create,paib-gpu/openb-pod-7744,5061
5616,create,paib-gpu/openb-pod-6445,5062
5617,create,paib-gpu/openb-pod-6027,5063
5618,create,paib-gpu/openb-pod-5606,5064
5619,create,paib-gpu/openb-pod-4852,5065
5620,create,paib-gpu/openb-pod-7702,5066
5621,create,paib-gpu/openb-pod-2737,5067
5622,create,paib-gpu/openb-pod-5981,5068
5623,create,paib-gpu/openb-pod-1952,5069
5624,create,paib-gpu/openb-pod-6372,5070
5625,create,paib-gpu/openb-pod-0568,5071
5626,create,paib-gpu/openb-pod-2390,5072
5627,create,paib-gpu/openb-pod-1114,5073
5628,create,paib-gpu/openb-pod-3620,5074
5629,create,paib-gpu/openb-pod-0251,5075
5630,create,paib-gpu/openb-pod-4110,5076
5631,create,paib-gpu/openb-pod-2460,5077
5632,create,paib-gpu/openb-pod-4731,5078
5633,create,paib-gpu/openb-pod-5689,5079
5634,create,paib-gpu/openb-pod-6797,5080
5635,create,paib-gpu/openb-pod-3287,5081
5636,create,paib-gpu/openb-pod-2169,5082
5637,create,paib-gpu/openb-pod-8125,5083
5638,create,paib-gpu/openb-pod-6830,5084
5639,create,paib-gpu/openb-pod-3950,5085
5640,create,paib-gpu/openb-pod-2774,5086
5641,create,paib-gpu/openb-pod-6762,5087
5642,create,paib-gpu/openb-pod-5827,5088
5643,create,paib-gpu/openb-pod-0859,5089
5644,create,paib-gpu/openb-pod-0561,5090
5645,create,paib-gpu/openb-pod-5692,5091
5646,create,paib-gpu/openb-pod-6435,5092
5647,create,paib-gpu/openb-pod-1995,5093
5648,create,paib-gpu/openb-pod-0285,5094
5649,create,paib-gpu/openb-pod-0210,5095
5650,create,paib-gpu/openb-pod-4042,5096
5651,create,paib-gpu/openb-pod-3168,5097
5652,create,paib-gpu/openb-pod-5904,5098
5653,create,paib-gpu/openb-pod-4490,5099
5654,create,paib-gpu/openb-pod-6958,5100
5655,create,paib-gpu/openb-pod-4523,5101
5656,failed,paib-gpu/openb-pod-0419,5101
5657,create,paib-gpu/openb-pod-6977,5102
5658,create,paib-gpu/openb-pod-4173,5103
5659,create,paib-gpu/openb-pod-4238,5104
5660,create,paib-gpu/openb-pod-0744,5105
5661,create,paib-gpu/openb-pod-6849,5106
5662,create,paib-gpu/openb-pod-1997,5107
5663,create,paib-gpu/openb-pod-2517,5108
5664,create,paib-gpu/openb-pod-3627,5109
5665,create,paib-gpu/openb-pod-6504,5110
5666,create,paib-gpu/openb-pod-1303,5111
5667,create,paib-gpu/openb-pod-1420,5112
5668,create,paib-gpu/openb-pod-5493,5113
5669,create,paib-gpu/openb-pod-4918,5114
5670,create,paib-gpu/openb-pod-3242,5115
5671,create,paib-gpu/openb-pod-4178,5116
5672,failed,paib-gpu/openb-pod-3987,5116
5673,create,paib-gpu/openb-pod-2312,5117
5674,create,paib-gpu/openb-pod-0073,5118
5675,create,paib-gpu/openb-pod-2501,5119
5676,create,paib-gpu/openb-pod-6957,5120
5677,create,paib-gpu/openb-pod-5547,5121
5678,failed,paib-gpu/openb-pod-7629,5121
5679,create,paib-gpu/openb-pod-4392,5122
5680,create,paib-gpu/openb-pod-6377,5123
5681,create,paib-gpu/openb-pod-7731,5124
5682,failed,paib-gpu/openb-pod-5116,5124
5683,create,paib-gpu/openb-pod-0978,5125
5684,create,paib-gpu/openb-pod-0763,5126
5685,failed,paib-gpu/openb-pod-6723,5126
5686,create,paib-gpu/openb-pod-8094,5127
5687,create,paib-gpu/openb-pod-0647,5128
5688,create,paib-gpu/openb-pod-5016,5129
5689,create,paib-gpu/openb-pod-7397,5130
5690,create,paib-gpu/openb-pod-0492,5131
5691,create,paib-gpu/openb-pod-0705,5132
5692,create,paib-gpu/openb-pod-5474,5133
5693,create,paib-gpu/openb-pod-6088,5134
5694,failed,paib-gpu/openb-pod-1799,5134
5695,create,paib-gpu/openb-pod-7308,5135
5696,create,paib-gpu/openb-pod-6490,5136
5697,create,paib-gpu/openb-pod-1828,5137
5698,failed,paib-gpu/openb-pod-3853,5137
5699,create,paib-gpu/openb-pod-2337,5138
5700,create,paib-gpu/openb-pod-6408,5139
5701,failed,paib-gpu/openb-pod-6524,5139
5702,create,paib-gpu/openb-pod-5604,5140
5703,create,paib-gpu/openb-pod-6278,5141
5704,create,paib-gpu/openb-pod-0064,5142
5705,create,paib-gpu/openb-pod-5607,5143
5706,create,paib-gpu/openb-pod-6821,5144
5707,create,paib-gpu/openb-pod-6610,5145
5708,failed,paib-gpu/openb-pod-0696,5145
5709,create,paib-gpu/openb-pod-2101,5146
5710,create,paib-gpu/openb-pod-6256,5147
5711,create,paib-gpu/openb-pod-0952,5148
5712,create,paib-gpu/openb-pod-0022,5149
5713,create,paib-gpu/openb-pod-6442,5150
5714,create,paib-gpu/openb-pod-5687,5151
5715,create,paib-gpu/openb-pod-5111,5152
5716,create,paib-gpu/openb-pod-2285,5153
5717,create,paib-gpu/openb-pod-4904,5154
5718,create,paib-gpu/openb-pod-2301,5155
5719,create,paib-gpu/openb-pod-1382,5156
5720,create,paib-gpu/openb-pod-0533,5157
5721,failed,paib-gpu/openb-pod-7119,5157
5722,create,paib-gpu/openb-pod-1903,5158
5723,create,paib-gpu/openb-pod-1909,5159
5724,failed,paib-gpu/openb-pod-0361,5159
5725,create,paib-gpu/openb-pod-6255,5160
5726,failed,paib-gpu/openb-pod-2850,5160
5727,create,paib-gpu/openb-pod-6332,5161
5728,create,paib-gpu/openb-pod-3252,5162
5729,create,paib-gpu/openb-pod-4015,5163
5730,failed,paib-gpu/openb-pod-1409,5163
5731,failed,paib-gpu/openb-pod-3580,5163
5732,create,paib-gpu/openb-pod-1583,5164
5733,create,paib-gpu/openb-pod-7337,5165
5734,create,paib-gpu/openb-pod-6084,5166
5735,failed,paib-gpu/openb-pod-3183,5166
5736,create,paib-gpu/openb-pod-6816,5167
5737,create,paib-gpu/openb-pod-3771,5168
5738,create,paib-gpu/openb-pod-2781,5169
5739,create,paib-gpu/openb-pod-0734,5170
5740,create,paib-gpu/openb-pod-4375,5171
5741,create,paib-gpu/openb-pod-6686,5172
5742,create,paib-gpu/openb-pod-1985,5173
5743,create,paib-gpu/openb-pod-3171,5174
5744,create,paib-gpu/openb-pod-3474,5175
5745,create,paib-gpu/openb-pod-6465,5176
5746,create,paib-gpu/openb-pod-3205,5177
5747,create,paib-gpu/openb-pod-7879,5178
5748,create,paib-gpu/openb-pod-3366,5179
5749,create,paib-gpu/openb-pod-3970,5180
5750,create,paib-gpu/openb-pod-1178,5181
5751,failed,paib-gpu/openb-pod-2108,5181
5752,create,paib-gpu/openb-pod-4705,5182
5753,create,paib-gpu/openb-pod-2122,5183
5754,create,paib-gpu/openb-pod-1715,5184
5755,create,paib-gpu/openb-pod-5919,5185
5756,create,paib-gpu/openb-pod-1306,5186
5757,create,paib-gpu/openb-pod-7109,5187
5758,create,paib-gpu/openb-pod-6964,5188
5759,create,paib-gpu/openb-pod-7820,5189
5760,create,paib-gpu/openb-pod-6459,5190
5761,create,paib-gpu/openb-pod-1298,5191
5762,create,paib-gpu/openb-pod-0522,5192
5763,create,paib-gpu/openb-pod-7539,5193
5764,create,paib-gpu/openb-pod-0519,5194
5765,create,paib-gpu/openb-pod-1274,5195
5766,create,paib-gpu/openb-pod-4367,5196
5767,create,paib-gpu/openb-pod-4854,5197
5768,create,paib-gpu/openb-pod-6019,5198
5769,create,paib-gpu/openb-pod-3895,5199
5770,create,paib-gpu/openb-pod-7323,5200
5771,create,paib-gpu/openb-pod-6276,5201
5772,create,paib-gpu/openb-pod-4077,5202
5773,failed,paib-gpu/openb-pod-1653,5202
5774,create,paib-gpu/openb-pod-5157,5203
5775,create,paib-gpu/openb-pod-7632,5204
5776,create,paib-gpu/openb-pod-0601,5205
5777,create,paib-gpu/openb-pod-0237,5206
5778,create,paib-gpu/openb-pod-2008,5207
5779,create,paib-gpu/openb-pod-5136,5208
5780,create,paib-gpu/openb-pod-5025,5209
5781,create,paib-gpu/openb-pod-2208,5210
5782,failed,paib-gpu/openb-pod-2354,5210
5783,create,paib-gpu/openb-pod-2956,5211
5784,failed,paib-gpu/openb-pod-5498,5211
5785,create,paib-gpu/openb-pod-0310,5212
5786,create,paib-gpu/openb-pod-1094,5213
5787,create,paib-gpu/openb-pod-1049,5214
5788,create,paib-gpu/openb-pod-7352,5215
5789,create,paib-gpu/openb-pod-6653,5216
5790,failed,paib-gpu/openb-pod-2936,5216
5791,failed,paib-gpu/openb-pod-7278,5216
5792,create,paib-gpu/openb-pod-3839,5217
5793,create,paib-gpu/openb-pod-1967,5218
5794,create,paib-gpu/openb-pod-2048,5219
5795,create,paib-gpu/openb-pod-0277,5220
5796,create,paib-gpu/openb-pod-1044,5221
5797,create,paib-gpu/openb-pod-1513,5222
5798,create,paib-gpu/openb-pod-7111,5223
5799,create,paib-gpu/openb-pod-7471,5224
5800,create,paib-gpu/openb-pod-0209,5225
5801,create,paib-gpu/openb-pod-5350,5226
5802,create,paib-gpu/openb-pod-2763,5227
5803,create,paib-gpu/openb-pod-6263,5228
5804,create,paib-gpu/openb-pod-0635,5229
5805,create,paib-gpu/openb-pod-7549,5230
5806,create,paib-gpu/openb-pod-0457,5231
5807,create,paib-gpu/openb-pod-2845,5232
5808,create,paib-gpu/openb-pod-8075,5233
5809,create,paib-gpu/openb-pod-8019,5234
5810,create,paib-gpu/openb-pod-8148,5235
5811,create,paib-gpu/openb-pod-1464,5236
5812,create,paib-gpu/openb-pod-5949,5237
5813,create,paib-gpu/openb-pod-2111,5238
5814,create,paib-gpu/openb-pod-0870,5239
5815,create,paib-gpu/openb-pod-0572,5240
5816,failed,paib-gpu/openb-pod-0703,5240
5817,create,paib-gpu/openb-pod-1742,5241
5818,create,paib-gpu/openb-pod-5540,5242
5819,create,paib-gpu/openb-pod-6464,5243
5820,create,paib-gpu/openb-pod-2286,5244
5821,create,paib-gpu/openb-pod-5333,5245
5822,create,paib-gpu/openb-pod-3949,5246
