ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
771493.16,13.89,1.2,474635.98,8.55
771324.17,13.89,1.2,474504.48,8.55
771130.66,13.89,1.2,474364.66,8.55
771130.66,13.89,1.2,474364.66,8.55
771353.77,13.9,1.21,474929.93,8.56
771150.17,13.9,1.21,474709.02,8.56
770981.18,13.9,1.2,474578.48,8.55
770787.67,13.9,1.2,474437.69,8.55
770618.68,13.9,1.2,474238.2,8.55
770753.17,13.9,1.21,474489.58,8.56
770584.18,13.9,1.21,474359.05,8.56
770390.67,13.9,1.21,474218.25,8.56
770217.11,13.9,1.21,473482.01,8.54
770217.11,13.9,1.21,473482.01,8.54
769930.33,13.89,1.2,473201.12,8.54
769561.81,13.89,1.2,472899.86,8.54
769392.81,13.89,1.2,472695.12,8.53
769199.31,13.89,1.2,472628.54,8.53
769468.84,13.89,1.2,472659.59,8.53
769464.1,13.9,1.2,472861.56,8.54
769295.11,13.9,1.2,472657.58,8.54
769295.11,13.9,1.2,472657.58,8.54
769101.6,13.89,1.2,472590.23,8.54
768932.61,13.89,1.2,472459.7,8.54
768640.6,13.89,1.2,472178.84,8.53
768342.6,13.88,1.19,471925.27,8.53
768149.09,13.88,1.19,471784.48,8.53
768164.3,13.89,1.19,471311.62,8.52
767878.75,13.88,1.19,470957.34,8.52
767709.76,13.88,1.19,470826.81,8.51
767516.25,13.88,1.19,470686.01,8.51
767137.73,13.88,1.18,470425.81,8.51
766968.74,13.88,1.18,470224.0,8.51
766775.23,13.87,1.18,470154.49,8.51
766775.23,13.87,1.18,470154.49,8.51
766606.24,13.87,1.18,470043.14,8.51
766601.49,13.88,1.18,470049.21,8.51
766432.5,13.88,1.18,469847.4,8.51
766566.99,13.88,1.19,470100.28,8.51
766393.44,13.88,1.19,469448.97,8.5
766106.66,13.88,1.18,469083.15,8.5
765808.66,13.87,1.18,468789.94,8.49
764793.27,13.87,1.18,468527.82,8.5
764084.14,13.87,1.18,467246.29,8.48
764099.35,13.87,1.18,466773.44,8.47
763813.8,13.87,1.18,466419.15,8.47
763644.81,13.87,1.18,466288.62,8.47
762629.43,13.87,1.18,465805.15,8.47
761614.04,13.87,1.18,465321.68,8.48
761609.3,13.88,1.18,465345.54,8.48
761629.08,13.88,1.19,465339.16,8.48
760613.69,13.88,1.19,464855.69,8.48
760608.95,13.88,1.19,464920.05,8.48
760439.96,13.88,1.19,464717.86,8.48
760628.46,13.89,1.19,465027.81,8.49
760459.47,13.89,1.19,464897.28,8.49
760161.47,13.88,1.19,464604.88,8.48
760295.96,13.88,1.19,464786.63,8.49
760549.85,13.89,1.2,463979.7,8.47
760257.84,13.89,1.19,463690.61,8.47
760257.84,13.89,1.19,463690.61,8.47
760257.84,13.89,1.19,463690.61,8.47
760535.31,13.89,1.2,463511.86,8.47
760535.31,13.89,1.2,463511.86,8.47
760550.52,13.89,1.2,463039.01,8.46
760188.02,13.89,1.2,462767.68,8.46
759902.47,13.89,1.2,462413.4,8.45
760172.01,13.9,1.2,462444.45,8.45
759793.48,13.89,1.2,462212.65,8.45
760038.5,13.9,1.2,462639.2,8.46
760053.71,13.9,1.21,462166.35,8.45
759768.16,13.9,1.2,461812.06,8.45
759599.17,13.9,1.2,461609.88,8.44
759599.17,13.9,1.2,461609.88,8.44
759405.66,13.89,1.2,461540.74,8.44
758390.28,13.9,1.2,461057.26,8.45
758405.48,13.9,1.21,460584.41,8.44
758307.47,13.9,1.21,460409.21,8.44
758138.48,13.9,1.21,460207.4,8.44
757944.97,13.9,1.21,460137.89,8.44
758178.54,13.9,1.21,461423.45,8.46
758178.54,13.9,1.21,461423.45,8.46
758133.06,13.9,1.21,461324.25,8.46
758133.06,13.9,1.21,461324.25,8.46
757117.67,13.91,1.21,460840.78,8.46
757276.68,13.91,1.22,460815.4,8.46
757083.17,13.91,1.22,460892.67,8.47
756785.17,13.91,1.21,460600.13,8.46
756616.18,13.9,1.21,460485.82,8.46
756247.66,13.9,1.21,460118.69,8.46
756054.15,13.9,1.21,459961.68,8.46
755735.57,13.89,1.2,459589.46,8.45
756005.1,13.9,1.21,459619.01,8.45
756005.1,13.9,1.21,459619.01,8.45
755642.6,13.9,1.21,459347.69,8.45
755420.76,13.89,1.2,459130.7,8.44
755227.25,13.89,1.2,459270.39,8.45
755061.87,13.89,1.2,458537.29,8.44
755069.38,13.9,1.2,458203.54,8.43
755099.26,13.9,1.21,458142.78,8.43
754819.69,13.89,1.2,457858.47,8.43
754616.09,13.89,1.2,458083.5,8.43
754616.09,13.89,1.2,458083.5,8.43
754635.87,13.89,1.2,458074.48,8.43
754442.36,13.89,1.2,457999.89,8.43
754273.37,13.89,1.2,457795.15,8.43
754268.62,13.9,1.2,457914.3,8.44
754538.16,13.9,1.21,457945.36,8.44
754344.65,13.9,1.21,458030.57,8.44
753966.12,13.89,1.2,457702.98,8.43
752950.74,13.9,1.2,457245.02,8.44
752970.51,13.9,1.21,457238.63,8.44
752777.0,13.9,1.21,457138.34,8.44
752777.0,13.9,1.21,457138.34,8.44
752608.01,13.9,1.2,457024.03,8.44
752608.01,13.9,1.2,457024.03,8.44
752386.17,13.89,1.2,456841.53,8.44
752386.17,13.89,1.2,456841.53,8.44
752192.66,13.89,1.2,456684.52,8.43
752212.44,13.9,1.2,456678.14,8.44
752018.93,13.89,1.2,456585.09,8.44
752177.94,13.9,1.21,456559.7,8.44
752173.2,13.9,1.21,456751.28,8.44
752192.97,13.9,1.21,456744.9,8.44
751999.46,13.9,1.21,456644.61,8.44
751830.47,13.9,1.21,456442.8,8.44
751830.47,13.9,1.21,456442.8,8.44
751830.47,13.9,1.21,456442.8,8.44
750815.09,13.9,1.21,455959.33,8.44
750517.09,13.9,1.21,455666.12,8.44
750197.09,13.89,1.2,455346.12,8.43
749899.09,13.89,1.2,455123.45,8.43
750236.83,13.9,1.2,455601.49,8.44
750252.04,13.9,1.21,455128.64,8.43
749929.43,13.89,1.2,454763.06,8.43
749643.88,13.89,1.2,454408.78,8.42
748976.09,13.89,1.2,453803.31,8.42
748807.1,13.89,1.2,453603.82,8.41
748613.59,13.89,1.2,453531.99,8.41
748444.6,13.89,1.19,453400.48,8.41
748670.37,13.89,1.2,453678.93,8.42
748829.38,13.9,1.2,453653.54,8.42
748540.1,13.89,1.2,453365.27,8.41
748346.59,13.89,1.2,453443.54,8.42
748177.6,13.89,1.2,453238.8,8.41
748004.04,13.89,1.2,452587.48,8.4
747810.53,13.89,1.2,452520.9,8.4
747810.53,13.89,1.2,452520.9,8.4
747712.52,13.89,1.2,452339.62,8.4
747982.06,13.9,1.2,452369.17,8.4
747982.06,13.9,1.2,452369.17,8.4
747774.06,13.89,1.2,452164.96,8.4
747580.55,13.89,1.2,452235.34,8.4
747411.56,13.89,1.2,452121.03,8.4
747265.14,13.89,1.2,452037.07,8.4
747071.63,13.89,1.2,451880.06,8.4
746056.24,13.89,1.2,451422.1,8.4
746056.24,13.89,1.2,451422.1,8.4
746400.99,13.9,1.2,450558.61,8.39
746232.0,13.9,1.2,450428.08,8.39
746232.0,13.9,1.2,450428.08,8.39
746038.49,13.9,1.2,450287.28,8.39
745869.5,13.89,1.2,450175.93,8.39
745719.17,13.89,1.2,451885.0,8.42
745964.19,13.9,1.21,452097.68,8.42
745973.75,13.9,1.21,451507.85,8.41
745997.13,13.9,1.21,450903.62,8.4
745815.88,13.9,1.21,450441.0,8.4
745646.89,13.9,1.21,450241.51,8.39
745453.38,13.9,1.21,450169.67,8.39
745284.39,13.9,1.21,450039.14,8.39
745090.88,13.9,1.21,449898.35,8.39
745120.75,13.9,1.21,449837.59,8.39
745245.14,13.91,1.21,450396.09,8.4
745404.15,13.91,1.22,450370.7,8.41
745025.63,13.91,1.21,450059.45,8.4
745214.13,13.91,1.22,450532.19,8.41
745483.66,13.92,1.22,450561.74,8.41
745310.1,13.92,1.22,449910.43,8.4
745405.33,13.92,1.23,449933.33,8.4
745405.33,13.92,1.23,449933.33,8.4
745211.82,13.92,1.23,450074.54,8.41
745042.83,13.92,1.23,449944.01,8.41
745042.83,13.92,1.23,449944.01,8.41
744849.32,13.92,1.22,449803.21,8.4
744849.32,13.92,1.22,449803.21,8.4
744680.33,13.92,1.22,449688.9,8.4
744486.82,13.92,1.22,449531.89,8.4
744510.21,13.92,1.23,448927.66,8.39
744131.68,13.91,1.22,448545.57,8.39
744290.69,13.92,1.22,448520.19,8.39
744290.69,13.92,1.22,448520.19,8.39
744097.18,13.92,1.22,448557.82,8.39
743799.18,13.91,1.22,448252.74,8.38
743799.18,13.91,1.22,448270.82,8.38
743507.17,13.91,1.21,447972.1,8.38
743144.67,13.9,1.21,447700.78,8.38
743144.67,13.9,1.21,447700.78,8.38
743144.67,13.9,1.21,447700.78,8.38
743144.67,13.9,1.21,447700.78,8.38
742975.68,13.9,1.21,447589.43,8.38
743253.15,13.91,1.22,447216.34,8.37
743248.41,13.91,1.22,447222.42,8.37
743481.98,13.92,1.23,448241.17,8.39
743303.51,13.92,1.23,448009.99,8.39
743511.96,13.92,1.23,447303.83,8.38
743413.95,13.92,1.23,447573.33,8.38
743244.96,13.92,1.23,447368.59,8.38
743071.4,13.92,1.23,446632.35,8.37
742912.44,13.92,1.23,446475.62,8.37
742517.35,13.91,1.22,446053.83,8.36
742323.84,13.91,1.22,445987.24,8.36
742025.84,13.91,1.22,445623.79,8.35
741739.07,13.9,1.21,445342.89,8.35
741570.08,13.9,1.21,445231.54,8.35
741396.52,13.9,1.21,444495.3,8.34
741034.02,13.9,1.21,444223.98,8.33
740747.24,13.9,1.21,443943.08,8.33
740553.73,13.9,1.21,443784.51,8.33
740261.72,13.89,1.2,443549.28,8.32
740092.73,13.89,1.2,443347.47,8.32
739077.34,13.89,1.2,442864.0,8.33
738061.96,13.9,1.2,442380.53,8.33
738057.22,13.9,1.21,442496.56,8.33
737888.23,13.9,1.21,442291.82,8.33
737676.12,13.89,1.2,442084.53,8.33
737517.36,13.89,1.2,441949.88,8.32
737512.61,13.89,1.2,442047.94,8.33
737343.62,13.89,1.2,441917.41,8.33
737145.62,13.89,1.2,441763.84,8.32
736986.99,13.89,1.2,441608.75,8.32
736793.48,13.89,1.19,441467.96,8.32
736624.49,13.89,1.19,441266.15,8.32
736430.98,13.89,1.19,441196.64,8.32
736261.99,13.88,1.19,441085.29,8.32
736068.48,13.88,1.19,440926.71,8.32
735899.49,13.88,1.19,440795.21,8.32
735705.98,13.88,1.19,440655.39,8.31
735536.99,13.88,1.19,440455.9,8.31
735244.98,13.88,1.18,440153.6,8.31
735051.47,13.88,1.18,440081.76,8.31
735071.25,13.88,1.19,440075.38,8.31
735071.25,13.88,1.19,440075.38,8.31
735316.26,13.88,1.19,440314.78,8.31
735336.04,13.89,1.19,440308.4,8.32
735142.53,13.89,1.19,440208.11,8.31
734973.54,13.88,1.19,440093.79,8.31
734973.54,13.88,1.19,440093.79,8.31
734780.03,13.88,1.19,439936.79,8.31
734611.04,13.88,1.19,439805.28,8.31
734417.53,13.88,1.19,439665.46,8.31
734440.91,13.88,1.19,439061.23,8.3
734259.66,13.88,1.19,438598.61,8.29
734113.24,13.88,1.19,438568.16,8.29
733944.25,13.88,1.19,438436.66,8.29
733750.74,13.88,1.19,438296.84,8.29
732735.35,13.88,1.19,437813.37,8.29
732735.35,13.88,1.19,437813.37,8.29
733004.89,13.89,1.2,437835.8,8.3
732811.38,13.89,1.2,437985.87,8.3
732589.27,13.88,1.19,437737.28,8.3
732420.28,13.88,1.19,437605.78,8.29
732140.72,13.88,1.19,437320.83,8.29
731947.21,13.88,1.19,437181.0,8.29
731778.22,13.88,1.18,437049.5,8.29
731778.22,13.88,1.18,437049.5,8.29
731773.48,13.88,1.19,437074.33,8.29
731208.09,13.87,1.18,435886.01,8.27
731237.97,13.88,1.18,435825.26,8.27
731034.36,13.88,1.18,436050.29,8.28
730865.37,13.87,1.18,435935.97,8.28
730671.86,13.87,1.18,435778.96,8.27
730502.87,13.87,1.18,435579.47,8.27
730498.13,13.88,1.18,435693.19,8.28
730498.13,13.88,1.18,435693.19,8.28
730329.14,13.87,1.18,435488.45,8.27
730135.63,13.87,1.18,435421.86,8.27
729966.64,13.87,1.18,435217.12,8.27
729793.08,13.87,1.18,434565.81,8.26
729506.3,13.87,1.18,434199.99,8.26
729506.3,13.87,1.18,434199.99,8.26
729312.79,13.87,1.18,434133.4,8.26
729143.8,13.87,1.18,434002.87,8.25
729143.8,13.87,1.18,434002.87,8.25
729332.3,13.87,1.18,434240.12,8.26
729601.83,13.88,1.19,434271.17,8.26
728892.7,13.88,1.18,432989.64,8.24
728514.18,13.87,1.18,432757.84,8.24
728509.43,13.87,1.18,432931.4,8.24
728340.44,13.87,1.18,432726.67,8.24
728585.46,13.88,1.19,433099.81,8.25
728216.93,13.87,1.18,432730.08,8.24
728047.94,13.87,1.18,432528.27,8.24
727854.43,13.87,1.18,432458.75,8.24
727869.64,13.87,1.18,431985.9,8.23
727700.65,13.87,1.18,431900.07,8.23
727602.64,13.87,1.18,431724.87,8.23
727409.13,13.87,1.18,431539.38,8.23
727240.14,13.87,1.18,431453.55,8.23
727235.4,13.87,1.18,431439.95,8.23
727235.4,13.87,1.18,431439.95,8.23
727250.61,13.88,1.18,430967.09,8.22
726908.6,13.87,1.18,430629.05,8.22
726739.61,13.87,1.18,430424.31,8.21
726454.06,13.87,1.17,430070.03,8.21
726454.06,13.87,1.17,430070.03,8.21
726454.06,13.87,1.17,430070.03,8.21
726260.55,13.87,1.17,430003.44,8.21
726530.08,13.87,1.18,430032.99,8.21
726336.57,13.87,1.18,430171.35,8.21
726167.58,13.87,1.18,429966.61,8.21
726162.84,13.87,1.18,430064.68,8.22
725993.85,13.87,1.18,429860.7,8.21
725763.96,13.87,1.18,429603.45,8.21
725759.22,13.87,1.18,429721.65,8.21
725779.0,13.87,1.18,429715.27,8.21
724763.61,13.87,1.18,429231.8,8.22
724570.1,13.87,1.18,429152.41,8.22
724847.91,13.88,1.19,429059.57,8.22
724618.55,13.88,1.18,429236.45,8.22
724863.56,13.88,1.19,429447.86,8.22
724195.77,13.88,1.19,428842.39,8.22
724026.78,13.88,1.19,428638.42,8.22
723638.26,13.87,1.18,428333.74,8.21
723444.75,13.87,1.18,428266.39,8.21
723275.76,13.87,1.18,428064.58,8.21
723613.5,13.88,1.19,428541.28,8.22
723628.71,13.88,1.19,428068.43,8.21
723628.71,13.88,1.19,428068.43,8.21
723459.72,13.88,1.19,427863.69,8.21
723174.17,13.88,1.19,427509.4,8.2
722980.66,13.88,1.18,427442.82,8.2
723000.44,13.88,1.19,427436.43,8.21
722806.93,13.88,1.19,427336.14,8.21
722806.93,13.88,1.19,427336.14,8.21
722493.12,13.87,1.18,426979.44,8.2
722324.12,13.87,1.18,426848.91,8.2
722130.62,13.87,1.18,426708.12,8.2
721961.62,13.87,1.18,426577.58,8.2
721768.12,13.87,1.18,426436.79,8.2
722037.65,13.88,1.18,426466.34,8.2
721659.12,13.87,1.18,426236.05,8.19
721904.14,13.88,1.18,426662.59,8.2
722154.43,13.88,1.19,426498.92,8.2
721960.92,13.88,1.19,426809.53,8.21
721592.39,13.88,1.18,426442.4,8.2
721592.39,13.88,1.18,426442.4,8.2
721418.84,13.88,1.18,425791.09,8.19
721249.85,13.88,1.18,425705.26,8.19
720963.07,13.87,1.18,425339.44,8.18
720958.32,13.87,1.18,425325.84,8.19
720789.33,13.87,1.18,425121.1,8.18
720595.82,13.87,1.18,425054.51,8.18
719928.04,13.87,1.18,424449.04,8.18
720205.84,13.88,1.18,424624.1,8.18
720012.33,13.88,1.18,424585.8,8.18
719843.34,13.88,1.18,424383.62,8.18
719649.83,13.87,1.18,424314.48,8.18
719480.84,13.87,1.18,424183.94,8.18
718465.46,13.88,1.18,423700.47,8.18
718291.9,13.88,1.18,423049.16,8.17
718098.39,13.87,1.18,422908.36,8.17
717811.61,13.87,1.18,422542.54,8.17
717434.81,13.87,1.17,422204.46,8.16
716783.85,13.86,1.17,421790.25,8.16
716614.86,13.86,1.17,421659.72,8.16
716397.43,13.86,1.17,421447.62,8.15
716203.92,13.86,1.17,421306.82,8.15
716473.45,13.86,1.17,421329.26,8.15
716279.94,13.86,1.17,421484.02,8.16
715917.44,13.86,1.17,421212.69,8.16
715743.88,13.86,1.17,420561.38,8.14
715645.87,13.86,1.17,420380.1,8.14
715267.35,13.86,1.16,419992.98,8.14
715098.36,13.85,1.16,419878.66,8.13
714904.85,13.85,1.16,419721.65,8.13
714687.41,13.85,1.16,419532.14,8.13
714518.42,13.85,1.16,419417.82,8.13
714324.91,13.85,1.16,419260.82,8.13
714155.92,13.85,1.16,419056.08,8.13
714151.18,13.85,1.16,419175.12,8.13
713982.19,13.85,1.16,419044.59,8.13
712966.81,13.85,1.16,418561.12,8.13
712962.06,13.85,1.16,418584.98,8.13
712977.27,13.86,1.16,418112.13,8.13
712691.73,13.85,1.16,417757.84,8.12
712706.94,13.86,1.16,417284.99,8.11
711997.8,13.85,1.16,416003.46,8.09
711828.81,13.85,1.16,415917.63,8.09
711543.26,13.85,1.16,415563.34,8.09
711349.75,13.85,1.16,415377.85,8.09
711190.99,13.85,1.15,415222.3,8.08
710481.85,13.84,1.15,413940.77,8.06
710312.86,13.84,1.15,413826.45,8.06
710538.63,13.85,1.15,414087.71,8.07
710808.17,13.85,1.16,414117.26,8.07
710614.66,13.85,1.16,414255.55,8.08
710315.38,13.85,1.16,413957.29,8.07
710474.39,13.85,1.16,413931.9,8.07
710662.89,13.86,1.17,414404.65,8.08
710493.9,13.86,1.17,414274.12,8.08
710489.15,13.86,1.17,414318.87,8.08
710489.15,13.86,1.17,414318.87,8.08
710320.16,13.86,1.17,414204.56,8.08
710126.65,13.86,1.17,414047.55,8.08
710126.65,13.86,1.17,414047.55,8.08
709957.66,13.86,1.16,413848.06,8.08
709579.14,13.85,1.16,413468.89,8.07
709385.63,13.85,1.16,413397.05,8.07
709385.63,13.85,1.16,413397.05,8.07
709635.92,13.86,1.16,413233.38,8.07
708620.53,13.86,1.17,412749.91,8.07
708865.55,13.86,1.17,413498.19,8.09
708696.56,13.86,1.17,413412.36,8.09
708318.03,13.86,1.17,412984.93,8.08
707302.65,13.86,1.17,412501.46,8.08
707109.14,13.86,1.17,412315.97,8.08
707124.35,13.86,1.17,411843.12,8.07
707124.35,13.86,1.17,411843.12,8.07
707026.34,13.86,1.17,411667.92,8.07
707026.34,13.86,1.17,411667.92,8.07
707304.14,13.87,1.18,411575.08,8.07
707110.63,13.87,1.17,411845.61,8.08
706941.64,13.87,1.17,411715.08,8.08
707130.14,13.87,1.18,411952.33,8.08
706961.15,13.87,1.18,411838.01,8.08
706767.64,13.87,1.18,411681.0,8.08
706572.31,13.87,1.17,411457.49,8.07
705921.35,13.86,1.17,411043.28,8.07
705762.58,13.86,1.17,410889.14,8.07
705385.78,13.86,1.16,410510.12,8.06
705216.79,13.86,1.16,410305.38,8.06
705043.24,13.85,1.16,409654.06,8.05
704945.22,13.85,1.16,409472.79,8.05
704751.71,13.85,1.16,409406.2,8.05
704582.72,13.85,1.16,409275.67,8.05
704389.21,13.85,1.16,409134.87,8.05
704548.22,13.86,1.16,409109.49,8.05
704793.24,13.86,1.17,409479.97,8.05
704793.24,13.86,1.17,409479.97,8.05
704624.25,13.86,1.17,409276.63,8.05
704430.74,13.86,1.17,409210.05,8.05
704132.74,13.86,1.16,408846.46,8.05
703963.75,13.86,1.16,408715.93,8.04
703959.0,13.86,1.17,408739.79,8.05
703790.01,13.86,1.16,408609.26,8.05
703790.01,13.86,1.16,408609.26,8.05
703411.49,13.85,1.16,408373.74,8.04
703656.5,13.86,1.16,408604.2,8.05
703482.95,13.86,1.16,407867.96,8.03
703196.17,13.85,1.16,407587.07,8.03
703196.17,13.85,1.16,407587.07,8.03
703196.17,13.85,1.16,407587.07,8.03
703027.18,13.85,1.16,407387.58,8.03
702833.67,13.85,1.16,407315.74,8.03
702455.14,13.85,1.15,407004.49,8.02
702614.15,13.85,1.16,406979.1,8.02
702609.41,13.85,1.16,407170.68,8.03
702609.41,13.85,1.16,407170.68,8.03
702317.4,13.85,1.16,406935.58,8.02
702586.93,13.85,1.16,406966.63,8.03
702582.19,13.86,1.16,407168.6,8.03
702582.19,13.86,1.16,407168.6,8.03
702413.2,13.86,1.16,407082.77,8.03
702034.68,13.85,1.16,406822.57,8.03
702034.68,13.85,1.16,406822.57,8.03
701841.17,13.85,1.16,406637.07,8.02
702110.7,13.86,1.16,406666.62,8.03
701917.19,13.85,1.16,406804.92,8.03
701748.2,13.85,1.16,406603.11,8.03
701585.46,13.85,1.16,406216.73,8.02
701585.46,13.85,1.16,406216.73,8.02
701216.94,13.85,1.15,405847.57,8.01
701023.43,13.85,1.15,405778.05,8.01
700734.15,13.84,1.15,405539.54,8.01
700565.16,13.84,1.15,405337.36,8.01
699263.23,13.84,1.14,404381.87,8.0
699263.23,13.84,1.14,404381.87,8.0
699508.25,13.84,1.15,404755.03,8.01
699339.26,13.84,1.15,404640.71,8.01
699180.62,13.84,1.15,404508.73,8.01
699180.62,13.84,1.15,404508.73,8.01
698987.11,13.84,1.15,404351.72,8.01
699006.89,13.84,1.15,404159.63,8.0
698813.38,13.84,1.15,404265.95,8.01
698644.39,13.84,1.15,404151.63,8.01
698639.65,13.84,1.15,404159.27,8.01
698470.66,13.84,1.15,404032.01,8.01
698297.1,13.84,1.15,403380.69,7.99
698138.33,13.84,1.15,403250.04,7.99
697122.95,13.84,1.15,402766.57,8.0
696830.94,13.83,1.14,402478.53,7.99
696637.43,13.83,1.14,402335.87,7.99
696350.65,13.83,1.14,401970.05,7.98
696181.66,13.83,1.14,401765.31,7.98
695803.13,13.82,1.13,401383.01,7.97
695803.13,13.82,1.13,401383.01,7.97
696028.9,13.83,1.14,401734.69,7.98
695859.91,13.83,1.14,401620.37,7.98
695666.4,13.83,1.14,401463.36,7.98
695497.41,13.83,1.13,401261.55,7.98
695303.9,13.83,1.13,401192.04,7.98
695134.91,13.83,1.13,400990.23,7.98
695130.17,13.83,1.14,401106.26,7.98
695130.17,13.83,1.14,401106.26,7.98
695145.38,13.83,1.14,400633.41,7.97
694921.43,13.83,1.13,400438.66,7.97
695165.89,13.83,1.14,400614.37,7.97
695324.9,13.84,1.15,400588.98,7.97
695131.39,13.84,1.14,400626.62,7.97
695409.19,13.84,1.15,400533.78,7.97
695215.68,13.84,1.15,400803.92,7.98
695235.46,13.84,1.15,400797.54,7.98
695041.95,13.84,1.15,400697.25,7.98
695200.96,13.85,1.16,400671.86,7.98
695007.45,13.85,1.16,400750.12,7.98
694838.46,13.85,1.15,400619.59,7.98
694644.95,13.85,1.15,400478.8,7.98
694475.96,13.85,1.15,400364.48,7.98
694302.4,13.84,1.15,399713.17,7.97
694015.62,13.84,1.15,399347.35,7.96
694150.11,13.85,1.15,399473.91,7.97
693981.12,13.85,1.15,399269.93,7.97
693981.12,13.85,1.15,399269.93,7.97
693787.61,13.84,1.15,399202.59,7.97
693618.62,13.84,1.15,398998.61,7.96
693425.11,13.84,1.15,398931.26,7.96
692409.73,13.84,1.15,398473.3,7.97
692568.74,13.85,1.16,398624.46,7.97
692563.99,13.85,1.16,398710.21,7.97
692579.2,13.85,1.16,398237.36,7.97
692481.19,13.85,1.16,398062.16,7.96
692104.39,13.85,1.16,397683.54,7.96
692104.39,13.85,1.16,397683.54,7.96
691935.4,13.85,1.16,397572.19,7.96
691930.66,13.85,1.16,397578.27,7.96
691765.27,13.85,1.16,396840.08,7.94
692034.81,13.86,1.16,396871.14,7.95
691876.04,13.85,1.16,396736.49,7.94
691682.53,13.85,1.16,396805.36,7.95
691304.01,13.85,1.15,396494.11,7.94
691106.01,13.84,1.15,396303.2,7.94
690937.02,13.84,1.15,396098.46,7.94
690937.02,13.84,1.15,396098.46,7.94
689921.63,13.84,1.15,395614.99,7.94
689921.63,13.84,1.15,395614.99,7.94
689921.63,13.84,1.15,395614.99,7.94
689762.87,13.84,1.15,395464.48,7.94
689569.36,13.84,1.15,395397.89,7.94
689400.37,13.84,1.15,395283.58,7.93
689395.62,13.84,1.15,395291.22,7.94
689234.57,13.84,1.15,395370.91,7.94
689234.57,13.84,1.15,395370.91,7.94
689244.25,13.84,1.15,395134.66,7.94
689040.64,13.84,1.15,394932.41,7.93
688871.65,13.84,1.15,394732.92,7.93
688706.27,13.84,1.15,393999.83,7.92
688525.02,13.84,1.15,393629.76,7.91
688331.51,13.84,1.15,393557.92,7.91
688162.52,13.84,1.15,393354.59,7.91
688407.53,13.84,1.15,393733.52,7.92
688233.97,13.84,1.15,393082.2,7.91
687855.45,13.84,1.15,392696.68,7.9
688098.67,13.84,1.15,392860.86,7.9
687900.67,13.84,1.15,392736.89,7.9
687900.67,13.84,1.15,392736.89,7.9
687249.71,13.84,1.15,392322.68,7.9
687279.58,13.84,1.15,392596.39,7.91
687279.58,13.84,1.15,392596.39,7.91
687075.98,13.84,1.15,392328.86,7.9
686060.59,13.84,1.15,391845.39,7.91
685891.6,13.84,1.15,391714.85,7.9
685698.09,13.84,1.15,391574.06,7.9
685529.1,13.84,1.15,391369.32,7.9
685335.59,13.84,1.15,391302.74,7.9
685335.59,13.84,1.15,391302.74,7.9
685335.59,13.84,1.15,391302.74,7.9
685166.6,13.84,1.15,391100.93,7.9
684804.1,13.84,1.14,390829.6,7.9
684804.1,13.84,1.14,390829.6,7.9
684799.36,13.84,1.15,390945.63,7.9
684814.57,13.84,1.15,390472.78,7.89
684947.07,13.84,1.15,390548.88,7.89
684947.07,13.84,1.15,390548.88,7.89
684947.07,13.84,1.15,390548.88,7.89
683931.68,13.85,1.15,390065.41,7.9
683931.68,13.85,1.15,390065.41,7.9
683762.69,13.85,1.15,389860.67,7.89
683569.18,13.84,1.15,389794.08,7.89
683569.18,13.84,1.15,389794.08,7.89
683400.19,13.84,1.15,389662.58,7.89
683395.45,13.85,1.15,389687.41,7.9
683226.46,13.85,1.15,389482.67,7.89
683032.95,13.84,1.15,389416.08,7.89
682017.56,13.85,1.15,388932.61,7.9
682017.56,13.85,1.15,388932.61,7.9
682032.77,13.85,1.16,388459.76,7.89
682032.77,13.85,1.16,388459.76,7.89
682165.27,13.85,1.16,388535.85,7.89
682446.69,13.86,1.17,387905.81,7.88
681431.3,13.86,1.17,387422.34,7.88
681262.31,13.86,1.17,387308.03,7.88
680973.03,13.86,1.16,387019.76,7.88
680779.52,13.86,1.16,386862.75,7.87
680524.96,13.85,1.16,386610.14,7.87
680355.97,13.85,1.16,386406.16,7.87
680162.46,13.85,1.16,386338.81,7.87
680162.46,13.85,1.16,386338.81,7.87
679993.47,13.85,1.16,386134.08,7.86
679799.96,13.85,1.16,386067.49,7.86
679799.96,13.85,1.16,386067.49,7.86
680069.5,13.86,1.16,386098.54,7.87
679875.99,13.85,1.16,386235.33,7.87
679707.0,13.85,1.16,386150.34,7.87
679513.49,13.85,1.16,385964.01,7.87
679134.96,13.85,1.15,385584.84,7.86
