ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-id,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-event,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-pod_name,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-cum_pod
5641,create,paib-gpu/openb-pod-6762,5170
5642,create,paib-gpu/openb-pod-5827,5171
5643,create,paib-gpu/openb-pod-0859,5172
5644,create,paib-gpu/openb-pod-0561,5173
5645,create,paib-gpu/openb-pod-5692,5174
5646,create,paib-gpu/openb-pod-6435,5175
5647,create,paib-gpu/openb-pod-1995,5176
5648,create,paib-gpu/openb-pod-0285,5177
5649,create,paib-gpu/openb-pod-0210,5178
5650,create,paib-gpu/openb-pod-4042,5179
5651,create,paib-gpu/openb-pod-3168,5180
5652,create,paib-gpu/openb-pod-5904,5181
5653,create,paib-gpu/openb-pod-4490,5182
5654,create,paib-gpu/openb-pod-6958,5183
5655,create,paib-gpu/openb-pod-4523,5184
5656,failed,paib-gpu/openb-pod-0419,5184
5657,create,paib-gpu/openb-pod-6977,5185
5658,create,paib-gpu/openb-pod-4173,5186
5659,create,paib-gpu/openb-pod-4238,5187
5660,create,paib-gpu/openb-pod-0744,5188
5661,create,paib-gpu/openb-pod-6849,5189
5662,create,paib-gpu/openb-pod-1997,5190
5663,create,paib-gpu/openb-pod-2517,5191
5664,create,paib-gpu/openb-pod-3627,5192
5665,create,paib-gpu/openb-pod-6504,5193
5666,create,paib-gpu/openb-pod-1303,5194
5667,create,paib-gpu/openb-pod-1420,5195
5668,create,paib-gpu/openb-pod-5493,5196
5669,create,paib-gpu/openb-pod-4918,5197
5670,create,paib-gpu/openb-pod-3242,5198
5671,create,paib-gpu/openb-pod-4178,5199
5672,failed,paib-gpu/openb-pod-3987,5199
5673,create,paib-gpu/openb-pod-2312,5200
5674,create,paib-gpu/openb-pod-0073,5201
5675,create,paib-gpu/openb-pod-2501,5202
5676,create,paib-gpu/openb-pod-6957,5203
5677,create,paib-gpu/openb-pod-5547,5204
5678,failed,paib-gpu/openb-pod-7629,5204
5679,create,paib-gpu/openb-pod-4392,5205
5680,create,paib-gpu/openb-pod-6377,5206
5681,create,paib-gpu/openb-pod-7731,5207
5682,failed,paib-gpu/openb-pod-5116,5207
5683,create,paib-gpu/openb-pod-0978,5208
5684,create,paib-gpu/openb-pod-0763,5209
5685,failed,paib-gpu/openb-pod-6723,5209
5686,create,paib-gpu/openb-pod-8094,5210
5687,create,paib-gpu/openb-pod-0647,5211
5688,create,paib-gpu/openb-pod-5016,5212
5689,create,paib-gpu/openb-pod-7397,5213
5690,create,paib-gpu/openb-pod-0492,5214
5691,create,paib-gpu/openb-pod-0705,5215
5692,create,paib-gpu/openb-pod-5474,5216
5693,create,paib-gpu/openb-pod-6088,5217
5694,failed,paib-gpu/openb-pod-1799,5217
5695,create,paib-gpu/openb-pod-7308,5218
5696,create,paib-gpu/openb-pod-6490,5219
5697,create,paib-gpu/openb-pod-1828,5220
5698,failed,paib-gpu/openb-pod-3853,5220
5699,create,paib-gpu/openb-pod-2337,5221
5700,create,paib-gpu/openb-pod-6408,5222
5701,failed,paib-gpu/openb-pod-6524,5222
5702,create,paib-gpu/openb-pod-5604,5223
5703,create,paib-gpu/openb-pod-6278,5224
5704,create,paib-gpu/openb-pod-0064,5225
5705,create,paib-gpu/openb-pod-5607,5226
5706,create,paib-gpu/openb-pod-6821,5227
5707,create,paib-gpu/openb-pod-6610,5228
5708,failed,paib-gpu/openb-pod-0696,5228
5709,create,paib-gpu/openb-pod-2101,5229
5710,create,paib-gpu/openb-pod-6256,5230
5711,create,paib-gpu/openb-pod-0952,5231
5712,create,paib-gpu/openb-pod-0022,5232
5713,create,paib-gpu/openb-pod-6442,5233
5714,create,paib-gpu/openb-pod-5687,5234
5715,create,paib-gpu/openb-pod-5111,5235
5716,create,paib-gpu/openb-pod-2285,5236
5717,create,paib-gpu/openb-pod-4904,5237
5718,create,paib-gpu/openb-pod-2301,5238
5719,create,paib-gpu/openb-pod-1382,5239
5720,create,paib-gpu/openb-pod-0533,5240
5721,failed,paib-gpu/openb-pod-7119,5240
5722,create,paib-gpu/openb-pod-1903,5241
5723,create,paib-gpu/openb-pod-1909,5242
5724,failed,paib-gpu/openb-pod-0361,5242
5725,create,paib-gpu/openb-pod-6255,5243
5726,failed,paib-gpu/openb-pod-2850,5243
5727,create,paib-gpu/openb-pod-6332,5244
5728,create,paib-gpu/openb-pod-3252,5245
5729,create,paib-gpu/openb-pod-4015,5246
5730,failed,paib-gpu/openb-pod-1409,5246
5731,failed,paib-gpu/openb-pod-3580,5246
5732,create,paib-gpu/openb-pod-1583,5247
5733,create,paib-gpu/openb-pod-7337,5248
5734,create,paib-gpu/openb-pod-6084,5249
5735,failed,paib-gpu/openb-pod-3183,5249
5736,create,paib-gpu/openb-pod-6816,5250
5737,create,paib-gpu/openb-pod-3771,5251
5738,create,paib-gpu/openb-pod-2781,5252
5739,create,paib-gpu/openb-pod-0734,5253
5740,create,paib-gpu/openb-pod-4375,5254
5741,create,paib-gpu/openb-pod-6686,5255
5742,create,paib-gpu/openb-pod-1985,5256
5743,create,paib-gpu/openb-pod-3171,5257
5744,create,paib-gpu/openb-pod-3474,5258
5745,create,paib-gpu/openb-pod-6465,5259
5746,create,paib-gpu/openb-pod-3205,5260
5747,create,paib-gpu/openb-pod-7879,5261
5748,create,paib-gpu/openb-pod-3366,5262
5749,create,paib-gpu/openb-pod-3970,5263
5750,create,paib-gpu/openb-pod-1178,5264
5751,failed,paib-gpu/openb-pod-2108,5264
5752,create,paib-gpu/openb-pod-4705,5265
5753,create,paib-gpu/openb-pod-2122,5266
5754,create,paib-gpu/openb-pod-1715,5267
5755,create,paib-gpu/openb-pod-5919,5268
5756,create,paib-gpu/openb-pod-1306,5269
5757,create,paib-gpu/openb-pod-7109,5270
5758,create,paib-gpu/openb-pod-6964,5271
5759,create,paib-gpu/openb-pod-7820,5272
5760,create,paib-gpu/openb-pod-6459,5273
5761,create,paib-gpu/openb-pod-1298,5274
5762,create,paib-gpu/openb-pod-0522,5275
5763,create,paib-gpu/openb-pod-7539,5276
5764,create,paib-gpu/openb-pod-0519,5277
5765,create,paib-gpu/openb-pod-1274,5278
5766,create,paib-gpu/openb-pod-4367,5279
5767,create,paib-gpu/openb-pod-4854,5280
5768,create,paib-gpu/openb-pod-6019,5281
5769,create,paib-gpu/openb-pod-3895,5282
5770,create,paib-gpu/openb-pod-7323,5283
5771,create,paib-gpu/openb-pod-6276,5284
5772,create,paib-gpu/openb-pod-4077,5285
5773,failed,paib-gpu/openb-pod-1653,5285
5774,create,paib-gpu/openb-pod-5157,5286
5775,create,paib-gpu/openb-pod-7632,5287
5776,create,paib-gpu/openb-pod-0601,5288
5777,create,paib-gpu/openb-pod-0237,5289
5778,create,paib-gpu/openb-pod-2008,5290
5779,create,paib-gpu/openb-pod-5136,5291
5780,create,paib-gpu/openb-pod-5025,5292
5781,create,paib-gpu/openb-pod-2208,5293
5782,failed,paib-gpu/openb-pod-2354,5293
5783,create,paib-gpu/openb-pod-2956,5294
5784,failed,paib-gpu/openb-pod-5498,5294
5785,create,paib-gpu/openb-pod-0310,5295
5786,create,paib-gpu/openb-pod-1094,5296
5787,create,paib-gpu/openb-pod-1049,5297
5788,create,paib-gpu/openb-pod-7352,5298
5789,create,paib-gpu/openb-pod-6653,5299
5790,failed,paib-gpu/openb-pod-2936,5299
5791,failed,paib-gpu/openb-pod-7278,5299
5792,create,paib-gpu/openb-pod-3839,5300
5793,create,paib-gpu/openb-pod-1967,5301
5794,create,paib-gpu/openb-pod-2048,5302
5795,create,paib-gpu/openb-pod-0277,5303
5796,create,paib-gpu/openb-pod-1044,5304
5797,create,paib-gpu/openb-pod-1513,5305
5798,create,paib-gpu/openb-pod-7111,5306
5799,create,paib-gpu/openb-pod-7471,5307
5800,create,paib-gpu/openb-pod-0209,5308
5801,create,paib-gpu/openb-pod-5350,5309
5802,create,paib-gpu/openb-pod-2763,5310
5803,create,paib-gpu/openb-pod-6263,5311
5804,create,paib-gpu/openb-pod-0635,5312
5805,create,paib-gpu/openb-pod-7549,5313
5806,create,paib-gpu/openb-pod-0457,5314
5807,create,paib-gpu/openb-pod-2845,5315
5808,create,paib-gpu/openb-pod-8075,5316
5809,create,paib-gpu/openb-pod-8019,5317
5810,create,paib-gpu/openb-pod-8148,5318
5811,create,paib-gpu/openb-pod-1464,5319
5812,create,paib-gpu/openb-pod-5949,5320
5813,create,paib-gpu/openb-pod-2111,5321
5814,create,paib-gpu/openb-pod-0870,5322
5815,create,paib-gpu/openb-pod-0572,5323
5816,failed,paib-gpu/openb-pod-0703,5323
5817,create,paib-gpu/openb-pod-1742,5324
5818,create,paib-gpu/openb-pod-5540,5325
5819,create,paib-gpu/openb-pod-6464,5326
5820,create,paib-gpu/openb-pod-2286,5327
5821,create,paib-gpu/openb-pod-5333,5328
5822,create,paib-gpu/openb-pod-3949,5329
5823,create,paib-gpu/openb-pod-5188,5330
5824,failed,paib-gpu/openb-pod-4283,5330
5825,failed,paib-gpu/openb-pod-6556,5330
5826,create,paib-gpu/openb-pod-4822,5331
5827,create,paib-gpu/openb-pod-5221,5332
5828,create,paib-gpu/openb-pod-6479,5333
5829,create,paib-gpu/openb-pod-4478,5334
5830,create,paib-gpu/openb-pod-0390,5335
5831,create,paib-gpu/openb-pod-2502,5336
5832,create,paib-gpu/openb-pod-6492,5337
5833,create,paib-gpu/openb-pod-0278,5338
5834,create,paib-gpu/openb-pod-1869,5339
5835,create,paib-gpu/openb-pod-0376,5340
5836,failed,paib-gpu/openb-pod-5312,5340
5837,create,paib-gpu/openb-pod-1440,5341
5838,create,paib-gpu/openb-pod-2439,5342
5839,create,paib-gpu/openb-pod-0523,5343
5840,create,paib-gpu/openb-pod-0959,5344
5841,create,paib-gpu/openb-pod-2887,5345
5842,create,paib-gpu/openb-pod-4152,5346
5843,create,paib-gpu/openb-pod-5814,5347
5844,create,paib-gpu/openb-pod-7784,5348
5845,create,paib-gpu/openb-pod-7737,5349
5846,create,paib-gpu/openb-pod-2934,5350
5847,failed,paib-gpu/openb-pod-3772,5350
5848,create,paib-gpu/openb-pod-7968,5351
5849,create,paib-gpu/openb-pod-6741,5352
5850,create,paib-gpu/openb-pod-4312,5353
5851,create,paib-gpu/openb-pod-3134,5354
5852,create,paib-gpu/openb-pod-4856,5355
5853,create,paib-gpu/openb-pod-2302,5356
5854,failed,paib-gpu/openb-pod-2794,5356
5855,create,paib-gpu/openb-pod-3783,5357
5856,create,paib-gpu/openb-pod-2339,5358
5857,create,paib-gpu/openb-pod-6403,5359
5858,create,paib-gpu/openb-pod-4942,5360
5859,create,paib-gpu/openb-pod-5138,5361
5860,failed,paib-gpu/openb-pod-2885,5361
5861,create,paib-gpu/openb-pod-5938,5362
5862,create,paib-gpu/openb-pod-6794,5363
5863,create,paib-gpu/openb-pod-6023,5364
5864,create,paib-gpu/openb-pod-3829,5365
5865,create,paib-gpu/openb-pod-0748,5366
5866,create,paib-gpu/openb-pod-0716,5367
5867,create,paib-gpu/openb-pod-5612,5368
5868,create,paib-gpu/openb-pod-8044,5369
5869,create,paib-gpu/openb-pod-2073,5370
5870,create,paib-gpu/openb-pod-5259,5371
5871,create,paib-gpu/openb-pod-1871,5372
5872,create,paib-gpu/openb-pod-6779,5373
5873,create,paib-gpu/openb-pod-7858,5374
5874,create,paib-gpu/openb-pod-4797,5375
5875,create,paib-gpu/openb-pod-3779,5376
5876,create,paib-gpu/openb-pod-7560,5377
5877,create,paib-gpu/openb-pod-5661,5378
5878,create,paib-gpu/openb-pod-8127,5379
5879,create,paib-gpu/openb-pod-6440,5380
5880,create,paib-gpu/openb-pod-2311,5381
5881,create,paib-gpu/openb-pod-4701,5382
5882,create,paib-gpu/openb-pod-7528,5383
5883,failed,paib-gpu/openb-pod-5061,5383
5884,create,paib-gpu/openb-pod-6848,5384
5885,create,paib-gpu/openb-pod-1184,5385
5886,create,paib-gpu/openb-pod-7524,5386
5887,create,paib-gpu/openb-pod-8105,5387
5888,failed,paib-gpu/openb-pod-7392,5387
5889,create,paib-gpu/openb-pod-5781,5388
5890,create,paib-gpu/openb-pod-6243,5389
5891,failed,paib-gpu/openb-pod-2144,5389
5892,create,paib-gpu/openb-pod-5550,5390
5893,create,paib-gpu/openb-pod-7285,5391
5894,failed,paib-gpu/openb-pod-4450,5391
5895,create,paib-gpu/openb-pod-5682,5392
5896,create,paib-gpu/openb-pod-2145,5393
5897,create,paib-gpu/openb-pod-0063,5394
5898,create,paib-gpu/openb-pod-7860,5395
5899,failed,paib-gpu/openb-pod-5480,5395
5900,create,paib-gpu/openb-pod-3808,5396
5901,create,paib-gpu/openb-pod-3187,5397
5902,create,paib-gpu/openb-pod-1053,5398
5903,failed,paib-gpu/openb-pod-2811,5398
5904,failed,paib-gpu/openb-pod-4815,5398
5905,failed,paib-gpu/openb-pod-7341,5398
5906,create,paib-gpu/openb-pod-7072,5399
5907,create,paib-gpu/openb-pod-6071,5400
5908,create,paib-gpu/openb-pod-1641,5401
5909,create,paib-gpu/openb-pod-2920,5402
5910,create,paib-gpu/openb-pod-4307,5403
5911,create,paib-gpu/openb-pod-1504,5404
5912,failed,paib-gpu/openb-pod-2604,5404
5913,create,paib-gpu/openb-pod-7655,5405
5914,failed,paib-gpu/openb-pod-1771,5405
5915,create,paib-gpu/openb-pod-4026,5406
5916,create,paib-gpu/openb-pod-4056,5407
5917,create,paib-gpu/openb-pod-4690,5408
5918,failed,paib-gpu/openb-pod-8074,5408
5919,failed,paib-gpu/openb-pod-7114,5408
5920,create,paib-gpu/openb-pod-0325,5409
5921,failed,paib-gpu/openb-pod-2536,5409
5922,create,paib-gpu/openb-pod-1236,5410
5923,create,paib-gpu/openb-pod-5950,5411
5924,create,paib-gpu/openb-pod-3316,5412
5925,create,paib-gpu/openb-pod-2851,5413
5926,create,paib-gpu/openb-pod-2834,5414
5927,create,paib-gpu/openb-pod-6239,5415
5928,create,paib-gpu/openb-pod-3916,5416
5929,create,paib-gpu/openb-pod-4223,5417
5930,create,paib-gpu/openb-pod-5176,5418
5931,create,paib-gpu/openb-pod-1032,5419
5932,create,paib-gpu/openb-pod-7697,5420
5933,create,paib-gpu/openb-pod-2376,5421
5934,create,paib-gpu/openb-pod-2021,5422
5935,create,paib-gpu/openb-pod-0648,5423
5936,create,paib-gpu/openb-pod-5948,5424
5937,create,paib-gpu/openb-pod-5151,5425
5938,create,paib-gpu/openb-pod-4200,5426
5939,create,paib-gpu/openb-pod-3617,5427
5940,create,paib-gpu/openb-pod-6430,5428
5941,create,paib-gpu/openb-pod-6266,5429
5942,create,paib-gpu/openb-pod-6954,5430
5943,create,paib-gpu/openb-pod-4067,5431
5944,failed,paib-gpu/openb-pod-3527,5431
5945,create,paib-gpu/openb-pod-6839,5432
5946,create,paib-gpu/openb-pod-4147,5433
5947,failed,paib-gpu/openb-pod-2668,5433
5948,create,paib-gpu/openb-pod-0781,5434
5949,create,paib-gpu/openb-pod-4589,5435
5950,create,paib-gpu/openb-pod-0183,5436
5951,create,paib-gpu/openb-pod-1346,5437
5952,create,paib-gpu/openb-pod-5563,5438
5953,create,paib-gpu/openb-pod-1887,5439
5954,failed,paib-gpu/openb-pod-5065,5439
5955,create,paib-gpu/openb-pod-5922,5440
5956,create,paib-gpu/openb-pod-4203,5441
5957,create,paib-gpu/openb-pod-7953,5442
5958,create,paib-gpu/openb-pod-7866,5443
5959,create,paib-gpu/openb-pod-5060,5444
5960,create,paib-gpu/openb-pod-4313,5445
5961,create,paib-gpu/openb-pod-4250,5446
5962,failed,paib-gpu/openb-pod-8039,5446
5963,create,paib-gpu/openb-pod-4168,5447
5964,create,paib-gpu/openb-pod-6966,5448
5965,create,paib-gpu/openb-pod-4662,5449
5966,create,paib-gpu/openb-pod-6304,5450
5967,failed,paib-gpu/openb-pod-7592,5450
5968,failed,paib-gpu/openb-pod-1478,5450
5969,create,paib-gpu/openb-pod-4022,5451
5970,failed,paib-gpu/openb-pod-3917,5451
5971,create,paib-gpu/openb-pod-2726,5452
5972,failed,paib-gpu/openb-pod-0132,5452
5973,create,paib-gpu/openb-pod-4388,5453
5974,create,paib-gpu/openb-pod-6279,5454
5975,create,paib-gpu/openb-pod-4481,5455
5976,create,paib-gpu/openb-pod-5366,5456
5977,create,paib-gpu/openb-pod-3870,5457
5978,create,paib-gpu/openb-pod-2902,5458
5979,create,paib-gpu/openb-pod-3423,5459
5980,failed,paib-gpu/openb-pod-0845,5459
5981,create,paib-gpu/openb-pod-0840,5460
5982,create,paib-gpu/openb-pod-1179,5461
5983,create,paib-gpu/openb-pod-6820,5462
5984,create,paib-gpu/openb-pod-4075,5463
5985,create,paib-gpu/openb-pod-6320,5464
5986,create,paib-gpu/openb-pod-7132,5465
5987,create,paib-gpu/openb-pod-4568,5466
5988,create,paib-gpu/openb-pod-5293,5467
5989,create,paib-gpu/openb-pod-6224,5468
5990,create,paib-gpu/openb-pod-6498,5469
5991,create,paib-gpu/openb-pod-5963,5470
5992,create,paib-gpu/openb-pod-2323,5471
5993,failed,paib-gpu/openb-pod-0204,5471
5994,create,paib-gpu/openb-pod-1626,5472
5995,create,paib-gpu/openb-pod-3828,5473
5996,create,paib-gpu/openb-pod-3574,5474
5997,failed,paib-gpu/openb-pod-7351,5474
5998,failed,paib-gpu/openb-pod-8025,5474
5999,create,paib-gpu/openb-pod-1979,5475
6000,create,paib-gpu/openb-pod-2417,5476
6001,create,paib-gpu/openb-pod-2586,5477
6002,create,paib-gpu/openb-pod-2102,5478
6003,create,paib-gpu/openb-pod-7482,5479
6004,create,paib-gpu/openb-pod-3028,5480
6005,create,paib-gpu/openb-pod-7623,5481
6006,create,paib-gpu/openb-pod-6932,5482
6007,create,paib-gpu/openb-pod-6262,5483
6008,create,paib-gpu/openb-pod-6457,5484
6009,create,paib-gpu/openb-pod-2921,5485
6010,failed,paib-gpu/openb-pod-4944,5485
6011,create,paib-gpu/openb-pod-3708,5486
6012,create,paib-gpu/openb-pod-0550,5487
6013,create,paib-gpu/openb-pod-5041,5488
6014,failed,paib-gpu/openb-pod-7224,5488
6015,create,paib-gpu/openb-pod-3259,5489
6016,create,paib-gpu/openb-pod-6384,5490
6017,create,paib-gpu/openb-pod-3529,5491
6018,create,paib-gpu/openb-pod-2315,5492
6019,create,paib-gpu/openb-pod-4658,5493
6020,failed,paib-gpu/openb-pod-7755,5493
6021,create,paib-gpu/openb-pod-5175,5494
6022,create,paib-gpu/openb-pod-4969,5495
6023,create,paib-gpu/openb-pod-6483,5496
6024,failed,paib-gpu/openb-pod-5789,5496
6025,create,paib-gpu/openb-pod-3868,5497
6026,create,paib-gpu/openb-pod-4629,5498
6027,failed,paib-gpu/openb-pod-1683,5498
6028,failed,paib-gpu/openb-pod-2177,5498
6029,failed,paib-gpu/openb-pod-1155,5498
6030,create,paib-gpu/openb-pod-1461,5499
6031,create,paib-gpu/openb-pod-4228,5500
6032,failed,paib-gpu/openb-pod-1931,5500
6033,create,paib-gpu/openb-pod-0049,5501
6034,failed,paib-gpu/openb-pod-6749,5501
6035,create,paib-gpu/openb-pod-5165,5502
6036,failed,paib-gpu/openb-pod-0449,5502
6037,create,paib-gpu/openb-pod-2576,5503
6038,create,paib-gpu/openb-pod-3248,5504
6039,create,paib-gpu/openb-pod-1700,5505
6040,create,paib-gpu/openb-pod-6416,5506
6041,create,paib-gpu/openb-pod-4309,5507
6042,create,paib-gpu/openb-pod-7495,5508
6043,create,paib-gpu/openb-pod-4188,5509
6044,create,paib-gpu/openb-pod-6179,5510
6045,failed,paib-gpu/openb-pod-6020,5510
6046,create,paib-gpu/openb-pod-3871,5511
6047,create,paib-gpu/openb-pod-3006,5512
6048,failed,paib-gpu/openb-pod-5335,5512
6049,create,paib-gpu/openb-pod-3569,5513
6050,create,paib-gpu/openb-pod-5063,5514
6051,failed,paib-gpu/openb-pod-0091,5514
6052,create,paib-gpu/openb-pod-4331,5515
6053,create,paib-gpu/openb-pod-7932,5516
6054,create,paib-gpu/openb-pod-5816,5517
6055,create,paib-gpu/openb-pod-7358,5518
6056,create,paib-gpu/openb-pod-4842,5519
6057,create,paib-gpu/openb-pod-6366,5520
6058,create,paib-gpu/openb-pod-5536,5521
6059,failed,paib-gpu/openb-pod-0563,5521
6060,create,paib-gpu/openb-pod-7593,5522
6061,create,paib-gpu/openb-pod-5840,5523
6062,failed,paib-gpu/openb-pod-1942,5523
6063,failed,paib-gpu/openb-pod-5996,5523
6064,create,paib-gpu/openb-pod-2438,5524
6065,create,paib-gpu/openb-pod-5405,5525
6066,create,paib-gpu/openb-pod-2317,5526
6067,create,paib-gpu/openb-pod-3046,5527
6068,create,paib-gpu/openb-pod-3751,5528
6069,create,paib-gpu/openb-pod-0846,5529
6070,create,paib-gpu/openb-pod-4010,5530
6071,create,paib-gpu/openb-pod-0330,5531
6072,create,paib-gpu/openb-pod-2018,5532
6073,create,paib-gpu/openb-pod-3200,5533
6074,create,paib-gpu/openb-pod-6775,5534
6075,create,paib-gpu/openb-pod-3672,5535
6076,create,paib-gpu/openb-pod-2275,5536
6077,create,paib-gpu/openb-pod-3323,5537
6078,create,paib-gpu/openb-pod-5783,5538
6079,create,paib-gpu/openb-pod-5046,5539
6080,create,paib-gpu/openb-pod-5071,5540
6081,create,paib-gpu/openb-pod-1286,5541
6082,create,paib-gpu/openb-pod-5508,5542
6083,create,paib-gpu/openb-pod-1884,5543
6084,create,paib-gpu/openb-pod-7878,5544
6085,create,paib-gpu/openb-pod-7151,5545
6086,create,paib-gpu/openb-pod-5086,5546
6087,create,paib-gpu/openb-pod-5691,5547
6088,create,paib-gpu/openb-pod-5742,5548
6089,create,paib-gpu/openb-pod-3486,5549
6090,create,paib-gpu/openb-pod-5873,5550
6091,create,paib-gpu/openb-pod-0739,5551
6092,create,paib-gpu/openb-pod-6360,5552
6093,create,paib-gpu/openb-pod-5266,5553
6094,create,paib-gpu/openb-pod-1670,5554
6095,create,paib-gpu/openb-pod-5951,5555
6096,create,paib-gpu/openb-pod-2914,5556
6097,failed,paib-gpu/openb-pod-5045,5556
6098,create,paib-gpu/openb-pod-6636,5557
6099,create,paib-gpu/openb-pod-3338,5558
6100,create,paib-gpu/openb-pod-1911,5559
6101,create,paib-gpu/openb-pod-7983,5560
6102,create,paib-gpu/openb-pod-4054,5561
6103,create,paib-gpu/openb-pod-6333,5562
6104,failed,paib-gpu/openb-pod-3495,5562
6105,create,paib-gpu/openb-pod-4089,5563
6106,create,paib-gpu/openb-pod-2512,5564
6107,create,paib-gpu/openb-pod-0348,5565
6108,create,paib-gpu/openb-pod-2755,5566
6109,create,paib-gpu/openb-pod-5579,5567
6110,create,paib-gpu/openb-pod-4149,5568
6111,create,paib-gpu/openb-pod-1651,5569
6112,create,paib-gpu/openb-pod-5971,5570
6113,create,paib-gpu/openb-pod-0217,5571
6114,create,paib-gpu/openb-pod-4397,5572
6115,create,paib-gpu/openb-pod-7523,5573
6116,create,paib-gpu/openb-pod-7622,5574
6117,create,paib-gpu/openb-pod-4890,5575
6118,create,paib-gpu/openb-pod-7618,5576
6119,create,paib-gpu/openb-pod-6454,5577
6120,failed,paib-gpu/openb-pod-0509,5577
6121,create,paib-gpu/openb-pod-3619,5578
6122,failed,paib-gpu/openb-pod-7624,5578
6123,create,paib-gpu/openb-pod-6970,5579
6124,create,paib-gpu/openb-pod-7162,5580
6125,create,paib-gpu/openb-pod-2648,5581
6126,create,paib-gpu/openb-pod-2739,5582
6127,create,paib-gpu/openb-pod-4079,5583
6128,create,paib-gpu/openb-pod-2011,5584
6129,create,paib-gpu/openb-pod-5520,5585
6130,create,paib-gpu/openb-pod-5590,5586
6131,create,paib-gpu/openb-pod-0307,5587
6132,create,paib-gpu/openb-pod-1325,5588
6133,create,paib-gpu/openb-pod-1501,5589
6134,failed,paib-gpu/openb-pod-2156,5589
6135,create,paib-gpu/openb-pod-1968,5590
6136,create,paib-gpu/openb-pod-1932,5591
6137,create,paib-gpu/openb-pod-2192,5592
6138,create,paib-gpu/openb-pod-1882,5593
6139,create,paib-gpu/openb-pod-3943,5594
6140,create,paib-gpu/openb-pod-4710,5595
6141,create,paib-gpu/openb-pod-5392,5596
6142,create,paib-gpu/openb-pod-1198,5597
6143,create,paib-gpu/openb-pod-0977,5598
6144,create,paib-gpu/openb-pod-0228,5599
6145,failed,paib-gpu/openb-pod-5891,5599
6146,failed,paib-gpu/openb-pod-5268,5599
6147,failed,paib-gpu/openb-pod-4456,5599
6148,create,paib-gpu/openb-pod-1506,5600
6149,create,paib-gpu/openb-pod-2420,5601
6150,create,paib-gpu/openb-pod-2167,5602
6151,create,paib-gpu/openb-pod-3524,5603
6152,create,paib-gpu/openb-pod-3460,5604
6153,create,paib-gpu/openb-pod-0672,5605
6154,create,paib-gpu/openb-pod-6103,5606
6155,create,paib-gpu/openb-pod-3994,5607
6156,create,paib-gpu/openb-pod-6035,5608
6157,create,paib-gpu/openb-pod-3953,5609
6158,create,paib-gpu/openb-pod-0048,5610
6159,create,paib-gpu/openb-pod-2007,5611
6160,create,paib-gpu/openb-pod-6651,5612
6161,create,paib-gpu/openb-pod-1497,5613
6162,create,paib-gpu/openb-pod-5625,5614
6163,failed,paib-gpu/openb-pod-2723,5614
6164,failed,paib-gpu/openb-pod-5032,5614
6165,create,paib-gpu/openb-pod-3188,5615
6166,create,paib-gpu/openb-pod-4327,5616
6167,create,paib-gpu/openb-pod-5670,5617
6168,create,paib-gpu/openb-pod-1739,5618
6169,create,paib-gpu/openb-pod-0502,5619
6170,create,paib-gpu/openb-pod-0093,5620
6171,create,paib-gpu/openb-pod-8055,5621
6172,create,paib-gpu/openb-pod-4349,5622
6173,failed,paib-gpu/openb-pod-7636,5622
