order,workload,sc_policy,tune,seed,num_pod,cpu_milli,num_gpu,gpu_milli,gpu_type_req
10,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,75,9810,1,1000,<none>
11,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,63,15700,1,1000,<none>
12,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,58,8000,1,1000,<none>
13,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,58,4000,1,1000,<none>
14,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,53,6000,1,460,<none>
15,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,51,4000,1,230,<none>
16,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,49,16000,1,1000,<none>
17,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,49,11910,1,1000,<none>
18,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,38,3150,1,590,<none>
19,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,36,14200,1,1000,<none>
20,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,35,4150,1,550,<none>
21,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,25,8000,1,320,<none>
22,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,23,24200,1,1000,<none>
23,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,19,11900,1,1000,<none>
24,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,16,4150,1,370,<none>
25,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,15,4000,1,220,<none>
26,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,13,16400,1,1000,<none>
27,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,11,8000,1,220,<none>
28,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,11,8200,1,1000,<none>
29,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,11,15200,1,1000,<none>
30,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,9,4000,1,480,<none>
31,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,7,4150,1,810,<none>
32,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,5,32200,4,1000,<none>
33,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,5,8000,1,650,<none>
34,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,5,4000,1,330,<none>
35,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,5,8000,1,230,<none>
36,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,4,88000,8,1000,<none>
37,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,4,7000,1,1000,<none>
38,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,4,9400,1,1000,<none>
39,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,4,4000,1,350,<none>
40,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,3,64200,8,1000,<none>
41,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,3,8000,1,460,<none>
42,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,3,120200,8,1000,<none>
43,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,2,15400,1,1000,<none>
44,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,2,14900,1,1000,<none>
45,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,2,16200,2,1000,<none>
46,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,2,4000,1,470,<none>
47,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,2,32000,4,1000,<none>
48,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,2,12000,1,460,<none>
49,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,1,6000,1,320,<none>
50,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,1,6000,1,1000,<none>
51,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,1,2000,1,1000,<none>
52,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,1,6000,2,1000,<none>
53,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,1,30200,2,1000,<none>
54,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,1,11800,1,1000,<none>
55,openb_pod_list_cpu050,07-FGDPredictor,1.3,42,1,1000,1,1000,<none>
0,openb_pod_list_cpu100,01-Random,1.3,42,429,3150,1,810,<none>
1,openb_pod_list_cpu100,01-Random,1.3,42,382,11300,1,1000,<none>
2,openb_pod_list_cpu100,01-Random,1.3,42,277,11400,1,1000,<none>
3,openb_pod_list_cpu100,01-Random,1.3,42,203,3150,1,1000,<none>
4,openb_pod_list_cpu100,01-Random,1.3,42,137,12000,1,1000,<none>
5,openb_pod_list_cpu100,01-Random,1.3,42,125,18710,1,1000,<none>
6,openb_pod_list_cpu100,01-Random,1.3,42,113,11910,1,470,<none>
7,openb_pod_list_cpu100,01-Random,1.3,42,101,8000,1,470,<none>
8,openb_pod_list_cpu100,01-Random,1.3,42,88,11910,1,650,<none>
9,openb_pod_list_cpu100,01-Random,1.3,42,75,9810,1,1000,<none>
10,openb_pod_list_cpu100,01-Random,1.3,42,73,15700,1,1000,<none>
11,openb_pod_list_cpu100,01-Random,1.3,42,66,11910,1,1000,<none>
12,openb_pod_list_cpu100,01-Random,1.3,42,64,16000,1,1000,<none>
13,openb_pod_list_cpu100,01-Random,1.3,42,59,8000,1,1000,<none>
14,openb_pod_list_cpu100,01-Random,1.3,42,59,4000,1,1000,<none>
15,openb_pod_list_cpu100,01-Random,1.3,42,37,14200,1,1000,<none>
16,openb_pod_list_cpu100,01-Random,1.3,42,32,24200,1,1000,<none>
17,openb_pod_list_cpu100,01-Random,1.3,42,31,11900,1,1000,<none>
18,openb_pod_list_cpu100,01-Random,1.3,42,27,4000,1,320,<none>
19,openb_pod_list_cpu100,01-Random,1.3,42,19,8200,1,1000,<none>
20,openb_pod_list_cpu100,01-Random,1.3,42,16,6000,1,460,<none>
21,openb_pod_list_cpu100,01-Random,1.3,42,15,15200,1,1000,<none>
22,openb_pod_list_cpu100,01-Random,1.3,42,13,88000,8,1000,<none>
23,openb_pod_list_cpu100,01-Random,1.3,42,13,4150,1,550,<none>
24,openb_pod_list_cpu100,01-Random,1.3,42,11,16400,1,1000,<none>
25,openb_pod_list_cpu100,01-Random,1.3,42,10,4150,1,810,<none>
26,openb_pod_list_cpu100,01-Random,1.3,42,10,7000,1,1000,<none>
27,openb_pod_list_cpu100,01-Random,1.3,42,8,64200,8,1000,<none>
28,openb_pod_list_cpu100,01-Random,1.3,42,7,4150,1,370,<none>
29,openb_pod_list_cpu100,01-Random,1.3,42,6,6000,2,1000,<none>
30,openb_pod_list_cpu100,01-Random,1.3,42,6,8000,1,650,<none>
31,openb_pod_list_cpu100,01-Random,1.3,42,5,15400,1,1000,<none>
32,openb_pod_list_cpu100,01-Random,1.3,42,5,8000,1,320,<none>
33,openb_pod_list_cpu100,01-Random,1.3,42,4,120000,8,1000,<none>
34,openb_pod_list_cpu100,01-Random,1.3,42,4,32200,4,1000,<none>
35,openb_pod_list_cpu100,01-Random,1.3,42,4,14900,1,1000,<none>
36,openb_pod_list_cpu100,01-Random,1.3,42,3,64000,8,1000,<none>
37,openb_pod_list_cpu100,01-Random,1.3,42,3,6000,1,1000,<none>
38,openb_pod_list_cpu100,01-Random,1.3,42,3,16200,2,1000,<none>
39,openb_pod_list_cpu100,01-Random,1.3,42,3,4000,1,480,<none>
40,openb_pod_list_cpu100,01-Random,1.3,42,2,120200,8,1000,<none>
41,openb_pod_list_cpu100,01-Random,1.3,42,2,9400,1,1000,<none>
42,openb_pod_list_cpu100,01-Random,1.3,42,1,15900,1,1000,<none>
43,openb_pod_list_cpu100,01-Random,1.3,42,1,17400,2,1000,<none>
44,openb_pod_list_cpu100,01-Random,1.3,42,1,14000,2,1000,<none>
45,openb_pod_list_cpu100,01-Random,1.3,42,1,32000,4,1000,<none>
46,openb_pod_list_cpu100,01-Random,1.3,42,1,30200,2,1000,<none>
47,openb_pod_list_cpu100,01-Random,1.3,42,1,60200,4,1000,<none>
48,openb_pod_list_cpu100,01-Random,1.3,42,1,3150,1,590,<none>
49,openb_pod_list_cpu100,01-Random,1.3,42,1,4000,1,330,<none>
50,openb_pod_list_cpu100,01-Random,1.3,42,1,8000,1,480,<none>
0,openb_pod_list_cpu100,02-DotProd,1.3,42,428,3150,1,810,<none>
1,openb_pod_list_cpu100,02-DotProd,1.3,42,349,11300,1,1000,<none>
2,openb_pod_list_cpu100,02-DotProd,1.3,42,263,11400,1,1000,<none>
3,openb_pod_list_cpu100,02-DotProd,1.3,42,201,3150,1,1000,<none>
4,openb_pod_list_cpu100,02-DotProd,1.3,42,155,11910,1,470,<none>
5,openb_pod_list_cpu100,02-DotProd,1.3,42,141,8000,1,470,<none>
6,openb_pod_list_cpu100,02-DotProd,1.3,42,130,12000,1,1000,<none>
7,openb_pod_list_cpu100,02-DotProd,1.3,42,113,18710,1,1000,<none>
8,openb_pod_list_cpu100,02-DotProd,1.3,42,113,4000,1,320,<none>
9,openb_pod_list_cpu100,02-DotProd,1.3,42,109,11910,1,650,<none>
10,openb_pod_list_cpu100,02-DotProd,1.3,42,73,9810,1,1000,<none>
11,openb_pod_list_cpu100,02-DotProd,1.3,42,66,15700,1,1000,<none>
12,openb_pod_list_cpu100,02-DotProd,1.3,42,60,4000,1,1000,<none>
13,openb_pod_list_cpu100,02-DotProd,1.3,42,60,4000,1,230,<none>
14,openb_pod_list_cpu100,02-DotProd,1.3,42,60,11910,1,1000,<none>
15,openb_pod_list_cpu100,02-DotProd,1.3,42,58,16000,1,1000,<none>
16,openb_pod_list_cpu100,02-DotProd,1.3,42,58,8000,1,1000,<none>
17,openb_pod_list_cpu100,02-DotProd,1.3,42,50,6000,1,460,<none>
18,openb_pod_list_cpu100,02-DotProd,1.3,42,36,14200,1,1000,<none>
19,openb_pod_list_cpu100,02-DotProd,1.3,42,30,24200,1,1000,<none>
20,openb_pod_list_cpu100,02-DotProd,1.3,42,29,11900,1,1000,<none>
21,openb_pod_list_cpu100,02-DotProd,1.3,42,28,8000,1,320,<none>
22,openb_pod_list_cpu100,02-DotProd,1.3,42,26,3150,1,590,<none>
23,openb_pod_list_cpu100,02-DotProd,1.3,42,26,4150,1,550,<none>
24,openb_pod_list_cpu100,02-DotProd,1.3,42,19,8200,1,1000,<none>
25,openb_pod_list_cpu100,02-DotProd,1.3,42,19,4150,1,370,<none>
26,openb_pod_list_cpu100,02-DotProd,1.3,42,14,15200,1,1000,<none>
27,openb_pod_list_cpu100,02-DotProd,1.3,42,11,4000,1,220,<none>
28,openb_pod_list_cpu100,02-DotProd,1.3,42,11,16400,1,1000,<none>
29,openb_pod_list_cpu100,02-DotProd,1.3,42,10,4150,1,810,<none>
30,openb_pod_list_cpu100,02-DotProd,1.3,42,10,7000,1,1000,<none>
31,openb_pod_list_cpu100,02-DotProd,1.3,42,9,8000,1,220,<none>
32,openb_pod_list_cpu100,02-DotProd,1.3,42,9,8000,1,230,<none>
33,openb_pod_list_cpu100,02-DotProd,1.3,42,8,8000,1,650,<none>
34,openb_pod_list_cpu100,02-DotProd,1.3,42,7,4000,1,480,<none>
35,openb_pod_list_cpu100,02-DotProd,1.3,42,6,4000,1,330,<none>
36,openb_pod_list_cpu100,02-DotProd,1.3,42,5,15400,1,1000,<none>
37,openb_pod_list_cpu100,02-DotProd,1.3,42,5,6000,2,1000,<none>
38,openb_pod_list_cpu100,02-DotProd,1.3,42,4,88000,8,1000,<none>
39,openb_pod_list_cpu100,02-DotProd,1.3,42,4,32200,4,1000,<none>
40,openb_pod_list_cpu100,02-DotProd,1.3,42,4,14900,1,1000,<none>
41,openb_pod_list_cpu100,02-DotProd,1.3,42,3,6000,1,1000,<none>
42,openb_pod_list_cpu100,02-DotProd,1.3,42,3,16200,2,1000,<none>
43,openb_pod_list_cpu100,02-DotProd,1.3,42,2,9400,1,1000,<none>
44,openb_pod_list_cpu100,02-DotProd,1.3,42,2,120000,8,1000,<none>
45,openb_pod_list_cpu100,02-DotProd,1.3,42,1,4000,1,470,<none>
46,openb_pod_list_cpu100,02-DotProd,1.3,42,1,64200,8,1000,<none>
47,openb_pod_list_cpu100,02-DotProd,1.3,42,1,4000,1,350,<none>
48,openb_pod_list_cpu100,02-DotProd,1.3,42,1,12000,1,460,<none>
49,openb_pod_list_cpu100,02-DotProd,1.3,42,1,17400,2,1000,<none>
50,openb_pod_list_cpu100,02-DotProd,1.3,42,1,14000,2,1000,<none>
51,openb_pod_list_cpu100,02-DotProd,1.3,42,1,8000,1,440,<none>
52,openb_pod_list_cpu100,02-DotProd,1.3,42,1,32000,4,1000,<none>
53,openb_pod_list_cpu100,02-DotProd,1.3,42,1,30200,2,1000,<none>
54,openb_pod_list_cpu100,02-DotProd,1.3,42,1,60200,4,1000,<none>
55,openb_pod_list_cpu100,02-DotProd,1.3,42,1,8000,1,480,<none>
0,openb_pod_list_cpu100,03-GpuClustering,1.3,42,420,3150,1,810,<none>
1,openb_pod_list_cpu100,03-GpuClustering,1.3,42,343,11300,1,1000,<none>
2,openb_pod_list_cpu100,03-GpuClustering,1.3,42,250,11400,1,1000,<none>
3,openb_pod_list_cpu100,03-GpuClustering,1.3,42,196,3150,1,1000,<none>
4,openb_pod_list_cpu100,03-GpuClustering,1.3,42,149,11910,1,470,<none>
5,openb_pod_list_cpu100,03-GpuClustering,1.3,42,138,8000,1,470,<none>
6,openb_pod_list_cpu100,03-GpuClustering,1.3,42,128,12000,1,1000,<none>
7,openb_pod_list_cpu100,03-GpuClustering,1.3,42,111,4000,1,320,<none>
8,openb_pod_list_cpu100,03-GpuClustering,1.3,42,105,11910,1,650,<none>
9,openb_pod_list_cpu100,03-GpuClustering,1.3,42,104,18710,1,1000,<none>
10,openb_pod_list_cpu100,03-GpuClustering,1.3,42,69,9810,1,1000,<none>
11,openb_pod_list_cpu100,03-GpuClustering,1.3,42,63,15700,1,1000,<none>
12,openb_pod_list_cpu100,03-GpuClustering,1.3,42,60,11910,1,1000,<none>
13,openb_pod_list_cpu100,03-GpuClustering,1.3,42,59,4000,1,230,<none>
14,openb_pod_list_cpu100,03-GpuClustering,1.3,42,58,8000,1,1000,<none>
15,openb_pod_list_cpu100,03-GpuClustering,1.3,42,57,4000,1,1000,<none>
16,openb_pod_list_cpu100,03-GpuClustering,1.3,42,56,16000,1,1000,<none>
17,openb_pod_list_cpu100,03-GpuClustering,1.3,42,49,6000,1,460,<none>
18,openb_pod_list_cpu100,03-GpuClustering,1.3,42,32,14200,1,1000,<none>
19,openb_pod_list_cpu100,03-GpuClustering,1.3,42,30,24200,1,1000,<none>
20,openb_pod_list_cpu100,03-GpuClustering,1.3,42,28,8000,1,320,<none>
21,openb_pod_list_cpu100,03-GpuClustering,1.3,42,26,11900,1,1000,<none>
22,openb_pod_list_cpu100,03-GpuClustering,1.3,42,26,4150,1,550,<none>
23,openb_pod_list_cpu100,03-GpuClustering,1.3,42,25,3150,1,590,<none>
24,openb_pod_list_cpu100,03-GpuClustering,1.3,42,19,4150,1,370,<none>
25,openb_pod_list_cpu100,03-GpuClustering,1.3,42,18,8200,1,1000,<none>
26,openb_pod_list_cpu100,03-GpuClustering,1.3,42,13,15200,1,1000,<none>
27,openb_pod_list_cpu100,03-GpuClustering,1.3,42,11,16400,1,1000,<none>
28,openb_pod_list_cpu100,03-GpuClustering,1.3,42,10,4150,1,810,<none>
29,openb_pod_list_cpu100,03-GpuClustering,1.3,42,10,7000,1,1000,<none>
30,openb_pod_list_cpu100,03-GpuClustering,1.3,42,10,4000,1,220,<none>
31,openb_pod_list_cpu100,03-GpuClustering,1.3,42,9,8000,1,230,<none>
32,openb_pod_list_cpu100,03-GpuClustering,1.3,42,8,8000,1,650,<none>
33,openb_pod_list_cpu100,03-GpuClustering,1.3,42,8,8000,1,220,<none>
34,openb_pod_list_cpu100,03-GpuClustering,1.3,42,7,4000,1,480,<none>
35,openb_pod_list_cpu100,03-GpuClustering,1.3,42,6,4000,1,330,<none>
36,openb_pod_list_cpu100,03-GpuClustering,1.3,42,5,15400,1,1000,<none>
37,openb_pod_list_cpu100,03-GpuClustering,1.3,42,5,6000,2,1000,<none>
38,openb_pod_list_cpu100,03-GpuClustering,1.3,42,4,88000,8,1000,<none>
39,openb_pod_list_cpu100,03-GpuClustering,1.3,42,4,32200,4,1000,<none>
40,openb_pod_list_cpu100,03-GpuClustering,1.3,42,4,14900,1,1000,<none>
41,openb_pod_list_cpu100,03-GpuClustering,1.3,42,3,6000,1,1000,<none>
42,openb_pod_list_cpu100,03-GpuClustering,1.3,42,3,16200,2,1000,<none>
43,openb_pod_list_cpu100,03-GpuClustering,1.3,42,2,9400,1,1000,<none>
44,openb_pod_list_cpu100,03-GpuClustering,1.3,42,2,120000,8,1000,<none>
45,openb_pod_list_cpu100,03-GpuClustering,1.3,42,1,64200,8,1000,<none>
46,openb_pod_list_cpu100,03-GpuClustering,1.3,42,1,4000,1,350,<none>
47,openb_pod_list_cpu100,03-GpuClustering,1.3,42,1,12000,1,460,<none>
48,openb_pod_list_cpu100,03-GpuClustering,1.3,42,1,17400,2,1000,<none>
49,openb_pod_list_cpu100,03-GpuClustering,1.3,42,1,14000,2,1000,<none>
50,openb_pod_list_cpu100,03-GpuClustering,1.3,42,1,8000,1,440,<none>
51,openb_pod_list_cpu100,03-GpuClustering,1.3,42,1,32000,4,1000,<none>
52,openb_pod_list_cpu100,03-GpuClustering,1.3,42,1,30200,2,1000,<none>
53,openb_pod_list_cpu100,03-GpuClustering,1.3,42,1,60200,4,1000,<none>
54,openb_pod_list_cpu100,03-GpuClustering,1.3,42,1,8000,1,480,<none>
0,openb_pod_list_cpu100,04-GpuPacking,1.3,42,417,3150,1,810,<none>
1,openb_pod_list_cpu100,04-GpuPacking,1.3,42,342,11300,1,1000,<none>
2,openb_pod_list_cpu100,04-GpuPacking,1.3,42,246,11400,1,1000,<none>
3,openb_pod_list_cpu100,04-GpuPacking,1.3,42,196,3150,1,1000,<none>
4,openb_pod_list_cpu100,04-GpuPacking,1.3,42,149,11910,1,470,<none>
5,openb_pod_list_cpu100,04-GpuPacking,1.3,42,138,8000,1,470,<none>
6,openb_pod_list_cpu100,04-GpuPacking,1.3,42,128,12000,1,1000,<none>
7,openb_pod_list_cpu100,04-GpuPacking,1.3,42,110,4000,1,320,<none>
8,openb_pod_list_cpu100,04-GpuPacking,1.3,42,103,18710,1,1000,<none>
9,openb_pod_list_cpu100,04-GpuPacking,1.3,42,101,11910,1,650,<none>
10,openb_pod_list_cpu100,04-GpuPacking,1.3,42,68,9810,1,1000,<none>
11,openb_pod_list_cpu100,04-GpuPacking,1.3,42,63,15700,1,1000,<none>
12,openb_pod_list_cpu100,04-GpuPacking,1.3,42,59,11910,1,1000,<none>
13,openb_pod_list_cpu100,04-GpuPacking,1.3,42,58,8000,1,1000,<none>
14,openb_pod_list_cpu100,04-GpuPacking,1.3,42,58,4000,1,1000,<none>
15,openb_pod_list_cpu100,04-GpuPacking,1.3,42,58,4000,1,230,<none>
16,openb_pod_list_cpu100,04-GpuPacking,1.3,42,55,16000,1,1000,<none>
17,openb_pod_list_cpu100,04-GpuPacking,1.3,42,48,6000,1,460,<none>
18,openb_pod_list_cpu100,04-GpuPacking,1.3,42,32,14200,1,1000,<none>
19,openb_pod_list_cpu100,04-GpuPacking,1.3,42,30,24200,1,1000,<none>
20,openb_pod_list_cpu100,04-GpuPacking,1.3,42,27,8000,1,320,<none>
21,openb_pod_list_cpu100,04-GpuPacking,1.3,42,26,11900,1,1000,<none>
22,openb_pod_list_cpu100,04-GpuPacking,1.3,42,26,4150,1,550,<none>
23,openb_pod_list_cpu100,04-GpuPacking,1.3,42,24,3150,1,590,<none>
24,openb_pod_list_cpu100,04-GpuPacking,1.3,42,18,4150,1,370,<none>
25,openb_pod_list_cpu100,04-GpuPacking,1.3,42,18,8200,1,1000,<none>
26,openb_pod_list_cpu100,04-GpuPacking,1.3,42,12,15200,1,1000,<none>
27,openb_pod_list_cpu100,04-GpuPacking,1.3,42,11,4000,1,220,<none>
28,openb_pod_list_cpu100,04-GpuPacking,1.3,42,11,16400,1,1000,<none>
29,openb_pod_list_cpu100,04-GpuPacking,1.3,42,10,7000,1,1000,<none>
30,openb_pod_list_cpu100,04-GpuPacking,1.3,42,9,8000,1,230,<none>
31,openb_pod_list_cpu100,04-GpuPacking,1.3,42,9,4150,1,810,<none>
32,openb_pod_list_cpu100,04-GpuPacking,1.3,42,8,8000,1,650,<none>
33,openb_pod_list_cpu100,04-GpuPacking,1.3,42,8,8000,1,220,<none>
34,openb_pod_list_cpu100,04-GpuPacking,1.3,42,7,4000,1,480,<none>
35,openb_pod_list_cpu100,04-GpuPacking,1.3,42,6,4000,1,330,<none>
36,openb_pod_list_cpu100,04-GpuPacking,1.3,42,5,15400,1,1000,<none>
37,openb_pod_list_cpu100,04-GpuPacking,1.3,42,5,6000,2,1000,<none>
38,openb_pod_list_cpu100,04-GpuPacking,1.3,42,4,88000,8,1000,<none>
39,openb_pod_list_cpu100,04-GpuPacking,1.3,42,4,32200,4,1000,<none>
40,openb_pod_list_cpu100,04-GpuPacking,1.3,42,4,14900,1,1000,<none>
41,openb_pod_list_cpu100,04-GpuPacking,1.3,42,3,6000,1,1000,<none>
42,openb_pod_list_cpu100,04-GpuPacking,1.3,42,3,16200,2,1000,<none>
43,openb_pod_list_cpu100,04-GpuPacking,1.3,42,2,9400,1,1000,<none>
44,openb_pod_list_cpu100,04-GpuPacking,1.3,42,2,120000,8,1000,<none>
45,openb_pod_list_cpu100,04-GpuPacking,1.3,42,1,64200,8,1000,<none>
46,openb_pod_list_cpu100,04-GpuPacking,1.3,42,1,4000,1,350,<none>
47,openb_pod_list_cpu100,04-GpuPacking,1.3,42,1,12000,1,460,<none>
48,openb_pod_list_cpu100,04-GpuPacking,1.3,42,1,17400,2,1000,<none>
49,openb_pod_list_cpu100,04-GpuPacking,1.3,42,1,14000,2,1000,<none>
50,openb_pod_list_cpu100,04-GpuPacking,1.3,42,1,8000,1,440,<none>
51,openb_pod_list_cpu100,04-GpuPacking,1.3,42,1,32000,4,1000,<none>
52,openb_pod_list_cpu100,04-GpuPacking,1.3,42,1,30200,2,1000,<none>
53,openb_pod_list_cpu100,04-GpuPacking,1.3,42,1,60200,4,1000,<none>
54,openb_pod_list_cpu100,04-GpuPacking,1.3,42,1,8000,1,480,<none>
0,openb_pod_list_cpu100,05-BestFit,1.3,42,410,3150,1,810,<none>
1,openb_pod_list_cpu100,05-BestFit,1.3,42,338,11300,1,1000,<none>
2,openb_pod_list_cpu100,05-BestFit,1.3,42,243,11400,1,1000,<none>
3,openb_pod_list_cpu100,05-BestFit,1.3,42,194,3150,1,1000,<none>
4,openb_pod_list_cpu100,05-BestFit,1.3,42,146,11910,1,470,<none>
5,openb_pod_list_cpu100,05-BestFit,1.3,42,138,8000,1,470,<none>
6,openb_pod_list_cpu100,05-BestFit,1.3,42,128,12000,1,1000,<none>
7,openb_pod_list_cpu100,05-BestFit,1.3,42,109,4000,1,320,<none>
8,openb_pod_list_cpu100,05-BestFit,1.3,42,103,18710,1,1000,<none>
9,openb_pod_list_cpu100,05-BestFit,1.3,42,99,11910,1,650,<none>
10,openb_pod_list_cpu100,05-BestFit,1.3,42,66,9810,1,1000,<none>
11,openb_pod_list_cpu100,05-BestFit,1.3,42,63,15700,1,1000,<none>
12,openb_pod_list_cpu100,05-BestFit,1.3,42,57,11910,1,1000,<none>
13,openb_pod_list_cpu100,05-BestFit,1.3,42,57,4000,1,1000,<none>
14,openb_pod_list_cpu100,05-BestFit,1.3,42,57,4000,1,230,<none>
15,openb_pod_list_cpu100,05-BestFit,1.3,42,56,8000,1,1000,<none>
16,openb_pod_list_cpu100,05-BestFit,1.3,42,53,16000,1,1000,<none>
17,openb_pod_list_cpu100,05-BestFit,1.3,42,49,6000,1,460,<none>
18,openb_pod_list_cpu100,05-BestFit,1.3,42,31,14200,1,1000,<none>
19,openb_pod_list_cpu100,05-BestFit,1.3,42,30,24200,1,1000,<none>
20,openb_pod_list_cpu100,05-BestFit,1.3,42,27,8000,1,320,<none>
21,openb_pod_list_cpu100,05-BestFit,1.3,42,26,11900,1,1000,<none>
22,openb_pod_list_cpu100,05-BestFit,1.3,42,26,4150,1,550,<none>
23,openb_pod_list_cpu100,05-BestFit,1.3,42,23,3150,1,590,<none>
24,openb_pod_list_cpu100,05-BestFit,1.3,42,18,8200,1,1000,<none>
25,openb_pod_list_cpu100,05-BestFit,1.3,42,17,4150,1,370,<none>
26,openb_pod_list_cpu100,05-BestFit,1.3,42,12,15200,1,1000,<none>
27,openb_pod_list_cpu100,05-BestFit,1.3,42,11,4000,1,220,<none>
28,openb_pod_list_cpu100,05-BestFit,1.3,42,11,16400,1,1000,<none>
29,openb_pod_list_cpu100,05-BestFit,1.3,42,10,7000,1,1000,<none>
30,openb_pod_list_cpu100,05-BestFit,1.3,42,9,8000,1,230,<none>
31,openb_pod_list_cpu100,05-BestFit,1.3,42,9,4150,1,810,<none>
32,openb_pod_list_cpu100,05-BestFit,1.3,42,8,8000,1,650,<none>
33,openb_pod_list_cpu100,05-BestFit,1.3,42,8,8000,1,220,<none>
34,openb_pod_list_cpu100,05-BestFit,1.3,42,7,4000,1,480,<none>
35,openb_pod_list_cpu100,05-BestFit,1.3,42,6,4000,1,330,<none>
36,openb_pod_list_cpu100,05-BestFit,1.3,42,5,15400,1,1000,<none>
37,openb_pod_list_cpu100,05-BestFit,1.3,42,5,6000,2,1000,<none>
38,openb_pod_list_cpu100,05-BestFit,1.3,42,4,32200,4,1000,<none>
39,openb_pod_list_cpu100,05-BestFit,1.3,42,4,14900,1,1000,<none>
40,openb_pod_list_cpu100,05-BestFit,1.3,42,3,6000,1,1000,<none>
41,openb_pod_list_cpu100,05-BestFit,1.3,42,3,16200,2,1000,<none>
42,openb_pod_list_cpu100,05-BestFit,1.3,42,2,9400,1,1000,<none>
43,openb_pod_list_cpu100,05-BestFit,1.3,42,2,88000,8,1000,<none>
44,openb_pod_list_cpu100,05-BestFit,1.3,42,2,120000,8,1000,<none>
45,openb_pod_list_cpu100,05-BestFit,1.3,42,2,1000,1,1000,<none>
46,openb_pod_list_cpu100,05-BestFit,1.3,42,2,2000,1,1000,<none>
47,openb_pod_list_cpu100,05-BestFit,1.3,42,1,64200,8,1000,<none>
48,openb_pod_list_cpu100,05-BestFit,1.3,42,1,4000,1,350,<none>
49,openb_pod_list_cpu100,05-BestFit,1.3,42,1,12000,1,460,<none>
50,openb_pod_list_cpu100,05-BestFit,1.3,42,1,17400,2,1000,<none>
51,openb_pod_list_cpu100,05-BestFit,1.3,42,1,14000,2,1000,<none>
52,openb_pod_list_cpu100,05-BestFit,1.3,42,1,8000,1,440,<none>
53,openb_pod_list_cpu100,05-BestFit,1.3,42,1,32000,4,1000,<none>
54,openb_pod_list_cpu100,05-BestFit,1.3,42,1,30200,2,1000,<none>
55,openb_pod_list_cpu100,05-BestFit,1.3,42,1,60200,4,1000,<none>
56,openb_pod_list_cpu100,05-BestFit,1.3,42,1,8000,1,480,<none>
0,openb_pod_list_cpu100,06-FGD,1.3,42,390,3150,1,810,<none>
1,openb_pod_list_cpu100,06-FGD,1.3,42,323,11300,1,1000,<none>
2,openb_pod_list_cpu100,06-FGD,1.3,42,235,11400,1,1000,<none>
3,openb_pod_list_cpu100,06-FGD,1.3,42,179,3150,1,1000,<none>
4,openb_pod_list_cpu100,06-FGD,1.3,42,143,11910,1,470,<none>
5,openb_pod_list_cpu100,06-FGD,1.3,42,132,8000,1,470,<none>
6,openb_pod_list_cpu100,06-FGD,1.3,42,121,12000,1,1000,<none>
7,openb_pod_list_cpu100,06-FGD,1.3,42,106,4000,1,320,<none>
8,openb_pod_list_cpu100,06-FGD,1.3,42,98,18710,1,1000,<none>
